#queryIndex	queryItem	stringId	preferredName	annotation
92	ITGAL	9606.ENSP00000349252	ITGAL	Integrin subunit alpha l; Integrin alpha-L; Integrin alpha-L/beta-2 is a receptor for ICAM1, ICAM2, ICAM3 and ICAM4. Integrin alpha-L/beta-2 is also a receptor for F11R. Involved in a variety of immune phenomena including leukocyte-endothelial cell interaction, cytotoxic T-cell mediated killing, and antibody dependent killing by granulocytes and monocytes. Contributes to natural killer cell cytotoxicity. Involved in leukocyte adhesion and transmigration of leukocytes including T-cells and neutrophils. Required for generation of common lymphoid progenitor cells in bone marrow, indicatin [...] 
93	CD47	9606.ENSP00000355361	CD47	Leukocyte surface antigen CD47; Has a role in both cell adhesion by acting as an adhesion receptor for THBS1 on platelets, and in the modulation of integrins. Plays an important role in memory formation and synaptic plasticity in the hippocampus (By similarity). Receptor for SIRPA, binding to which prevents maturation of immature dendritic cells and inhibits cytokine production by mature dendritic cells. Interaction with SIRPG mediates cell-cell adhesion, enhances superantigen-dependent T-cell-mediated proliferation and costimulates T-cell activation. May play a role in membrane transp [...] 
94	SPHK1	9606.ENSP00000313681	SPHK1	Sphingosine kinase 1; Catalyzes the phosphorylation of sphingosine to form sphingosine 1-phosphate (SPP), a lipid mediator with both intra- and extracellular functions. Also acts on D-erythro- sphingosine and to a lesser extent sphinganine, but not other lipids, such as D,L-threo-dihydrosphingosine, N,N- dimethylsphingosine, diacylglycerol, ceramide, or phosphatidylinositol
95	CARD16	9606.ENSP00000364858	CARD16	Caspase recruitment domain-containing protein 16; Caspase inhibitor. Acts as a regulator of procaspase- 1/CASP1 activation implicated in the regulation of the proteolytic maturation of pro-interleukin-1 beta (IL1B) and its release during inflammation. Inhibits the release of IL1B in response to LPS in monocytes. Also induces NF-kappa-B activation during the pro- inflammatory cytokine response. Also able to inhibit CASP1- mediated neuronal cell death, TNF-alpha, hypoxia-, UV-, and staurosporine-mediated cell death but not ER stress-mediated cell death. Acts by preventing activation of c [...] 
96	INA	9606.ENSP00000358865	INA	Alpha-internexin; Class-IV neuronal intermediate filament that is able to self-assemble. It is involved in the morphogenesis of neurons. It may form an independent structural network without the involvement of other neurofilaments or it may cooperate with NF-L to form the filamentous backbone to which NF-M and NF-H attach to form the cross-bridges
97	TPBG	9606.ENSP00000358765	TPBG	Trophoblast glycoprotein; May function as an inhibitor of Wnt/beta-catenin signaling by indirectly interacting with LRP6 and blocking Wnt3a- dependent LRP6 internalization
98	LCE3D	9606.ENSP00000357776	LCE3D	Late cornified envelope protein 3D; Precursors of the cornified envelope of the stratum corneum; Belongs to the LCE family
99	MACO1	9606.ENSP00000363463	TMEM57	Macoilin 1; Plays a role in the regulation of neuronal activity
100	TMEM45B	9606.ENSP00000281441	TMEM45B	Transmembrane protein 45B
101	CARS2	9606.ENSP00000257347	CARS2	Probable cysteine--tRNA ligase, mitochondrial; cysteinyl-tRNA synthetase 2, mitochondrial; Belongs to the class-I aminoacyl-tRNA synthetase family
102	KLF6	9606.ENSP00000419923	KLF6	Krueppel-like factor 6; Transcriptional activator (By similarity). Binds a GC box motif. Could play a role in B-cell growth and development; Belongs to the krueppel C2H2-type zinc-finger protein family
103	CD24	9606.ENSP00000483985	CD24	CD24 molecule; Signal transducer CD24; May have a pivotal role in cell differentiation of different cell types. Signaling could be triggered by the binding of a lectin-like ligand to the CD24 carbohydrates, and transduced by the release of second messengers derived from the GPI-anchor. Modulates B-cell activation responses. Promotes AG-dependent proliferation of B-cells, and prevents their terminal differentiation into antibody-forming cells. In association with SIGLEC10 may be involved in the selective suppression of the immune response to danger-associated molecular patterns (DAMPs)  [...] 
104	PSMA3	9606.ENSP00000216455	PSMA3	Proteasome subunit alpha type-3; Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing pro [...] 
105	ITGA5	9606.ENSP00000293379	ITGA5	Integrin alpha-5; Integrin alpha-5/beta-1 is a receptor for fibronectin and fibrinogen. It recognizes the sequence R-G-D in its ligands. ITGA5:ITGB1 binds to PLA2G2A via a site (site 2) which is distinct from the classical ligand-binding site (site 1) and this induces integrin conformational changes and enhanced ligand binding to site 1. ITGA5:ITGB1 acts as a receptor for fibrillin-1 (FBN1) and mediates R-G-D-dependent cell adhesion to FBN1; CD molecules
106	KLHL24	9606.ENSP00000395012	KLHL24	Kelch-like protein 24; Necessary to maintain the balance between intermediate filament stability and degradation, a process that is essential for skin integrity. As part of the BCR(KLHL24) E3 ubiquitin ligase complex, mediates ubiquitination of KRT14 and controls its levels during keratinocytes differentiation. Specifically reduces kainate receptor-mediated currents in hippocampal neurons, most probably by modulating channel properties (By similarity); BTB domain containing
107	TGIF2-RAB5IF	9606.ENSP00000454021	TGIF2-C20orf24	TGIF2-C20orf24 readthrough
108	CLEC7A	9606.ENSP00000302569	CLEC7A	C-type lectin domain family 7 member A; Lectin that functions as pattern receptor specific for beta-1,3-linked and beta-1,6-linked glucans, such as cell wall constituents from pathogenic bacteria and fungi. Necessary for the TLR2-mediated inflammatory response and for TLR2-mediated activation of NF-kappa-B. Enhances cytokine production in macrophages and dendritic cells. Mediates production of reactive oxygen species in the cell. Mediates phagocytosis of C.albicans conidia. Binds T-cells in a way that does not involve their surface glycans and plays a role in T-cell activation. Stimula [...] 
109	GM2A	9606.ENSP00000349687	GM2A	Ganglioside GM2 activator; The large binding pocket can accommodate several single chain phospholipids and fatty acids, GM2A also exhibits some calcium-independent phospholipase activity (By similarity). Binds gangliosides and stimulates ganglioside GM2 degradation. It stimulates only the breakdown of ganglioside GM2 and glycolipid GA2 by beta-hexosaminidase A. It extracts single GM2 molecules from membranes and presents them in soluble form to beta- hexosaminidase A for cleavage of N-acetyl-D-galactosamine and conversion to GM3
110	BMAL2	9606.ENSP00000266503	ARNTL2	Aryl hydrocarbon receptor nuclear translocator-like protein 2; Transcriptional activator which forms a core component of the circadian clock. The circadian clock, an internal time- keeping system, regulates various physiological processes through the generation of approximately 24 hour circadian rhythms in gene expression, which are translated into rhythms in metabolism and behavior. It is derived from the Latin roots 'circa' (about) and 'diem' (day) and acts as an important regulator of a wide array of physiological functions including metabolism, sleep, body temperature, blood pressu [...] 
111	CTTNBP2NL	9606.ENSP00000271277	CTTNBP2NL	CTTNBP2 N-terminal-like protein; CTTNBP2 N-terminal like; STRIPAK complex
112	PPFIBP1	9606.ENSP00000314724	PPFIBP1	Ppfia binding protein 1; Liprin-beta-1; May regulate the disassembly of focal adhesions. Did not bind receptor-like tyrosine phosphatases type 2A; Sterile alpha motif domain containing
113	GM2A	9606.ENSP00000349687	GM2A	Ganglioside GM2 activator; The large binding pocket can accommodate several single chain phospholipids and fatty acids, GM2A also exhibits some calcium-independent phospholipase activity (By similarity). Binds gangliosides and stimulates ganglioside GM2 degradation. It stimulates only the breakdown of ganglioside GM2 and glycolipid GA2 by beta-hexosaminidase A. It extracts single GM2 molecules from membranes and presents them in soluble form to beta- hexosaminidase A for cleavage of N-acetyl-D-galactosamine and conversion to GM3
115	PIK3R2	9606.ENSP00000222254	PIK3R2	Phosphoinositide-3-kinase regulatory subunit alpha/beta/delta; Phosphatidylinositol 3-kinase regulatory subunit beta; Regulatory subunit of phosphoinositide-3-kinase (PI3K), a kinase that phosphorylates PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5- trisphosphate (PIP3). PIP3 plays a key role by recruiting PH domain-containing proteins to the membrane, including AKT1 and PDPK1, activating signaling cascades involved in cell growth, survival, proliferation, motility and morphology. Binds to activated (phosphorylated) protein-tyrosine kinase [...] 
116	NFE2L3	9606.ENSP00000056233	NFE2L3	Nuclear factor erythroid 2-related factor 3; Activates erythroid-specific, globin gene expression; Basic leucine zipper proteins
117	STX8	9606.ENSP00000305255	STX8	Syntaxin-8; Vesicle trafficking protein that functions in the early secretory pathway, possibly by mediating retrograde transport from cis-Golgi membranes to the ER; Belongs to the syntaxin family
118	SERPINB3	9606.ENSP00000283752	SERPINB3	Serpin B3; May act as a papain-like cysteine protease inhibitor to modulate the host immune response against tumor cells. Also functions as an inhibitor of UV-induced apoptosis via suppression of the activity of c-Jun NH(2)-terminal kinase (JNK1); Serpin peptidase inhibitors
119	YIF1B	9606.ENSP00000343435	YIF1B	Protein YIF1B; Yip1 interacting factor homolog B, membrane trafficking protein; Belongs to the YIF1 family
120	TMEM86A	9606.ENSP00000280734	TMEM86A	Lysoplasmalogenase-like protein TMEM86A; Transmembrane protein 86A
121	PDE2A	9606.ENSP00000334910	PDE2A	cGMP-dependent 3',5'-cyclic phosphodiesterase; Cyclic nucleotide phosphodiesterase with a dual- specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes. Plays an important role in growth and invasion of malignant melanoma cells (e.g. pseudomyxoma peritonei (PMP) cell line)
122	CNFN	9606.ENSP00000222032	CNFN	Cornifelin; Part of the insoluble cornified cell envelope (CE) of stratified squamous epithelia
123	TSTD1	9606.ENSP00000388293	TSTD1	Thiosulfate sulfurtransferase like domain containing 1; Thiosulfate:glutathione sulfurtransferase; Thiosulfate:glutathione sulfurtransferase (TST) required to produce glutathione persulfide (GSS(-)), a central intermediate in hydrogen sulfide metabolism. Provides the link between the first step in mammalian H(2)S metabolism performed by the sulfide:quinone oxidoreductase (SQOR) which catalyzes the conversion of H(2)S to thiosulfate, and the sulfur dioxygenase (SDO) which uses GSS(-) as substrate. The thermodynamic coupling of the irreversible SDO and reversible TST reactions provides a [...] 
124	FOXO1	9606.ENSP00000368880	FOXO1	Forkhead box protein O1; Transcription factor that is the main target of insulin signaling and regulates metabolic homeostasis in response to oxidative stress. Binds to the insulin response element (IRE) with consensus sequence 5'-TT[G/A]TTTTG-3' and the related Daf-16 family binding element (DBE) with consensus sequence 5'- TT[G/A]TTTAC-3'. Activity suppressed by insulin. Main regulator of redox balance and osteoblast numbers and controls bone mass. Orchestrates the endocrine function of the skeleton in regulating glucose metabolism. Acts synergistically with ATF4 to suppress osteocal [...] 
125	ANTKMT	9606.ENSP00000454380	FAM173A	Adenine nucleotide translocase lysine methyltransferase; Protein FAM173A; Seven-beta-strand methyltransferase motif containing
126	PLBD1	9606.ENSP00000240617	PLBD1	Phospholipase b domain containing 1; Phospholipase B-like 1; In view of the small size of the putative binding pocket, it has been proposed that it may act as an amidase or a peptidase (By similarity). Exhibits a weak phospholipase activity, acting on various phospholipids, including phosphatidylcholine, phosphatidylinositol, phosphatidylethanolamine and lysophospholipids
127	SKAP1	9606.ENSP00000338171	SKAP1	Src kinase-associated phosphoprotein 1; Positively regulates T-cell receptor signaling by enhancing the MAP kinase pathway. Required for optimal conjugation between T-cells and antigen-presenting cells by promoting the clustering of integrin ITGAL on the surface of T-cells. May be involved in high affinity immunoglobulin epsilon receptor signaling in mast cells; Belongs to the SKAP family
128	HSPA14	9606.ENSP00000367623	HSPA14	Heat shock 70 kDa protein 14; Component of the ribosome-associated complex (RAC), a complex involved in folding or maintaining nascent polypeptides in a folding-competent state. In the RAC complex, binds to the nascent polypeptide chain, while DNAJC2 stimulates its ATPase activity; Belongs to the heat shock protein 70 family
129	CENPX	9606.ENSP00000376168	STRA13	Centromere protein X; DNA-binding component of the Fanconi anemia (FA) core complex. Required for the normal activation of the FA pathway, leading to monoubiquitination of the FANCI-FANCD2 complex in response to DNA damage, cellular resistance to DNA cross-linking drugs, and prevention of chromosomal breakage. In complex with CENPS (MHF heterodimer), crucial cofactor for FANCM in both binding and ATP-dependent remodeling of DNA. Stabilizes FANCM. In complex with CENPS and FANCM (but not other FANC proteins), rapidly recruited to blocked forks and promotes gene conversion at blocked rep [...] 
130	GPATCH2	9606.ENSP00000355902	GPATCH2	G patch domain-containing protein 2; Enhances the ATPase activity of DHX15 in vitro; G-patch domain containing
131	NLRX1	9606.ENSP00000387334	NLRX1	NLR family member X1; Participates in antiviral signaling. Acts as a negative regulator of MAVS-mediated antiviral responses, through the inhibition of the virus-induced RLH (RIG-like helicase)-MAVS interaction. Has no inhibitory function on NF- Kappa-B and type 1 interferon signaling pathways, but enhances NF- Kappa-B and JUN N-terminal kinase dependent signaling through the production of reactive oxygen species; NLR family
132	SKIL	9606.ENSP00000415243	SKIL	Ski-like protein; May have regulatory role in cell division or differentiation in response to extracellular signals; Belongs to the SKI family
133	KRT6C	9606.ENSP00000252250	KRT6C	Keratin, type II cytoskeletal 6C; Keratins, type II; Belongs to the intermediate filament family
134	MFN1	9606.ENSP00000420617	MFN1	Mitofusin-1; Mitochondrial outer membrane GTPase that mediates mitochondrial clustering and fusion. Membrane clustering requires GTPase activity. It may involve a major rearrangement of the coiled coil domains. Mitochondria are highly dynamic organelles, and their morphology is determined by the equilibrium between mitochondrial fusion and fission events. Overexpression induces the formation of mitochondrial networks (in vitro). Has low GTPase activity
135	GSPT1	9606.ENSP00000398131	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A; Involved in translation termination in response to the termination codons UAA, UAG and UGA. Stimulates the activity of ERF1. Involved in regulation of mammalian cell growth. Component of the transient SURF complex which recruits UPF1 to stalled ribosomes in the context of nonsense-mediated decay (NMD) of mRNAs containing premature stop codons; Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. ERF3 subfamily
136	SRD5A3	9606.ENSP00000264228	SRD5A3	3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase; Polyprenol reductase; Plays a key role in early steps of protein N-linked glycosylation by being required for the conversion of polyprenol into dolichol. Dolichols are required for the synthesis of dolichol-linked monosaccharides and the oligosaccharide precursor used for N-glycosylation. Acts as a polyprenol reductase that promotes the reduction of the alpha-isoprene unit of polyprenols into dolichols in a NADP-dependent mechanism. Also able to convert testosterone (T) into 5-alpha-dihydrotestosterone (DHT)
137	TMEM51	9606.ENSP00000394899	TMEM51	Transmembrane protein 51
138	LIMS1	9606.ENSP00000446121	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1; Adapter protein in a cytoplasmic complex linking beta- integrins to the actin cytoskeleton, bridges the complex to cell surface receptor tyrosine kinases and growth factor receptors. Involved in the regulation of cell survival, cell proliferation and cell differentiation; LIM domain containing
139	IL21R	9606.ENSP00000338010	IL21R	Interleukin-21 receptor; This is a receptor for interleukin-21; CD molecules
140	GPATCH2	9606.ENSP00000355902	GPATCH2	G patch domain-containing protein 2; Enhances the ATPase activity of DHX15 in vitro; G-patch domain containing
141	SLC43A2	9606.ENSP00000461382	SLC43A2	Mfs transporter, lat3 family, solute carrier family 43, member 2; Large neutral amino acids transporter small subunit 4; Sodium-, chloride-, and pH-independent high affinity transport of large neutral amino acids; Belongs to the SLC43A transporter (TC 2.A.1.44) family
142	TTC39A	9606.ENSP00000393952	TTC39A	Tetratricopeptide repeat protein 39a; Tetratricopeptide repeat domain containing
143	KRT6A	9606.ENSP00000369317	KRT6A	Keratin, type II cytoskeletal 6A; Epidermis-specific type I keratin involved in wound healing. Involved in the activation of follicular keratinocytes after wounding, while it does not play a major role in keratinocyte proliferation or migration. Participates in the regulation of epithelial migration by inhibiting the activity of SRC during wound repair; Belongs to the intermediate filament family
145	CD58	9606.ENSP00000358501	CD58	Lymphocyte function-associated antigen 3; Ligand of the T-lymphocyte CD2 glycoprotein. This interaction is important in mediating thymocyte interactions with thymic epithelial cells, antigen-independent and -dependent interactions of T-lymphocytes with target cells and antigen- presenting cells and the T-lymphocyte rosetting with erythrocytes. In addition, the LFA-3/CD2 interaction may prime response by both the CD2+ and LFA-3+ cells
146	CHRNA9	9606.ENSP00000312663	CHRNA9	Neuronal acetylcholine receptor subunit alpha-9; Ionotropic receptor with a probable role in the modulation of auditory stimuli. Agonist binding induces a conformation change that leads to the opening of an ion-conducting channel across the plasma membrane. The channel is permeable to a range of divalent cations including calcium, the influx of which may activate a potassium current which hyperpolarizes the cell membrane. In the ear, this may lead to a reduction in basilar membrane motion, altering the activity of auditory nerve fibers and reducing the range of dynamic hearing. This ma [...] 
147	CD109	9606.ENSP00000287097	CD109	CD109 antigen; Modulates negatively TGFB1 signaling in keratinocytes; Belongs to the protease inhibitor I39 (alpha-2- macroglobulin) family
148	PRSS27	9606.ENSP00000306390	PRSS27	Serine protease 27
149	YIPF5	9606.ENSP00000274496	YIPF5	Protein YIPF5; Plays a role in transport between endoplasmic reticulum and Golgi; Yip1 domain containing
150	TK1	9606.ENSP00000301634	TK1	Thymidine kinase, cytosolic; Thymidine kinase 1; Belongs to the thymidine kinase family
151	CYSRT1	9606.ENSP00000386453	CYSRT1	Cysteine-rich tail protein 1; Cysteine rich tail 1
152	FABP5	9606.ENSP00000297258	FABP5	Fatty acid-binding protein, epidermal; High specificity for fatty acids. Highest affinity for C18 chain length. Decreasing the chain length or introducing double bonds reduces the affinity. May be involved in keratinocyte differentiation; Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family
153	LDLRAD4	9606.ENSP00000352420	LDLRAD4	Low-density lipoprotein receptor class A domain-containing protein 4; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription.  [...] 
154	LMNA	9606.ENSP00000357283	LMNA	Prelamin-A/C; Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin. Lamin A and C are present in equal amounts in the lamina of mammals. Plays an important role in nuclear assembly, chromatin organization, nuclear membrane and telomere dynamics. Required for normal development of peripheral nervous system and skeletal muscle and for muscle satellite cell proliferation. Required for osteoblastogenesis and bone formation. A [...] 
155	RSF1	9606.ENSP00000311513	RSF1	Remodeling and spacing factor 1; Required for assembly of regular nucleosome arrays by the RSF chromatin-remodeling complex. Facilitates transcription of hepatitis B virus (HBV) genes by the pX transcription activator. In case of infection by HBV, together with pX, it represses TNF-alpha induced NF-kappa-B transcription activation. Represses transcription when artificially recruited to chromatin by fusion to a heterogeneous DNA binding domain; PHD finger proteins
156	MAP3K8	9606.ENSP00000263056	MAP3K8	Mitogen-activated protein kinase kinase kinase 8; Required for lipopolysaccharide (LPS)-induced, TLR4- mediated activation of the MAPK/ERK pathway in macrophages, thus being critical for production of the proinflammatory cytokine TNF- alpha (TNF) during immune responses. Involved in the regulation of T-helper cell differentiation and IFNG expression in T-cells. Involved in mediating host resistance to bacterial infection through negative regulation of type I interferon (IFN) production. In vitro, activates MAPK/ERK pathway in response to IL1 in an IRAK1-independent manner, leading to u [...] 
157	SERPINB3	9606.ENSP00000283752	SERPINB3	Serpin B3; May act as a papain-like cysteine protease inhibitor to modulate the host immune response against tumor cells. Also functions as an inhibitor of UV-induced apoptosis via suppression of the activity of c-Jun NH(2)-terminal kinase (JNK1); Serpin peptidase inhibitors
158	AKR7A2	9606.ENSP00000235835	AKR7A2	Aflatoxin B1 aldehyde reductase member 2; Catalyzes the NADPH-dependent reduction of succinic semialdehyde to gamma-hydroxybutyrate. May have an important role in producing the neuromodulator gamma-hydroxybutyrate (GHB). Has broad substrate specificity. Has NADPH-dependent aldehyde reductase activity towards 2-carboxybenzaldehyde, 2- nitrobenzaldehyde and pyridine-2-aldehyde (in vitro). Can reduce 1,2-naphthoquinone and 9,10-phenanthrenequinone (in vitro). Can reduce the dialdehyde protein-binding form of aflatoxin B1 (AFB1) to the non-binding AFB1 dialcohol. May be involved in protect [...] 
159	LMNA	9606.ENSP00000357283	LMNA	Prelamin-A/C; Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin. Lamin A and C are present in equal amounts in the lamina of mammals. Plays an important role in nuclear assembly, chromatin organization, nuclear membrane and telomere dynamics. Required for normal development of peripheral nervous system and skeletal muscle and for muscle satellite cell proliferation. Required for osteoblastogenesis and bone formation. A [...] 
160	S100A9	9606.ENSP00000357727	S100A9	Protein S100-A9; S100A9 is a calcium- and zinc-binding protein which plays a prominent role in the regulation of inflammatory processes and immune response. It can induce neutrophil chemotaxis, adhesion, can increase the bactericidal activity of neutrophils by promoting phagocytosis via activation of SYK, PI3K/AKT, and ERK1/2 and can induce degranulation of neutrophils by a MAPK-dependent mechanism. Predominantly found as calprotectin (S100A8/A9) which has a wide plethora of intra- and extracellular functions. The intracellular functions include: facilitating leukocyte arachidonic acid [...] 
161	TSC22D1	9606.ENSP00000397435	TSC22D1	TSC22 domain family protein 1; Transcriptional repressor. Acts on the C-type natriuretic peptide (CNP) promoter
162	VDR	9606.ENSP00000447173	VDR	Vitamin D3 receptor; Nuclear receptor for calcitriol, the active form of vitamin D3 which mediates the action of this vitamin on cells. Enters the nucleus upon vitamin D3 binding where it forms heterodimers with the retinoid X receptor/RXR. The VDR-RXR heterodimers bind to specific response elements on DNA and activate the transcription of vitamin D3-responsive target genes. Recruited to promoters via its interaction with BAZ1B/WSTF which mediates the interaction with acetylated histones, an essential step for VDR-promoter association. Plays a central role in calcium homeostasis; Belon [...] 
163	INPP4B	9606.ENSP00000425487	INPP4B	Type II inositol 3,4-bisphosphate 4-phosphatase; Catalyzes the hydrolysis of the 4-position phosphate of phosphatidylinositol 3,4-bisphosphate, inositol 1,3,4- trisphosphate and inositol 1,4-bisphosphate
164	GGCT	9606.ENSP00000275428	GGCT	Gamma-glutamylcyclotransferase; Catalyzes the formation of 5-oxoproline from gamma- glutamyl dipeptides and may play a significant role in glutathione homeostasis. Induces release of cytochrome c from mitochondria with resultant induction of apoptosis; Belongs to the gamma-glutamylcyclotransferase family
165	ARHGEF7	9606.ENSP00000364893	ARHGEF7	Rho guanine nucleotide exchange factor 7; Acts as a RAC1 guanine nucleotide exchange factor (GEF) and can induce membrane ruffling. Functions in cell migration, attachment and cell spreading. Promotes targeting of RAC1 to focal adhesions (By similarity). May function as a positive regulator of apoptosis. Downstream of NMDA receptors and CaMKK-CaMK1 signaling cascade, promotes the formation of spines and synapses in hippocampal neurons; Pleckstrin homology domain containing
166	FARS2	9606.ENSP00000316335	FARS2	Phenylalanine--tRNA ligase, mitochondrial; Is responsible for the charging of tRNA(Phe) with phenylalanine in mitochondrial translation. To a lesser extent, also catalyzes direct attachment of m-Tyr (an oxidized version of Phe) to tRNA(Phe), thereby opening the way for delivery of the misacylated tRNA to the ribosome and incorporation of ROS-damaged amino acid into proteins; Belongs to the class-II aminoacyl-tRNA synthetase family
167	RBPJ	9606.ENSP00000345206	RBPJ	Recombining binding protein suppressor of hairless; Transcriptional regulator that plays a central role in Notch signaling, a signaling pathway involved in cell-cell communication that regulates a broad spectrum of cell-fate determinations. Acts as a transcriptional repressor when it is not associated with Notch proteins. When associated with some NICD product of Notch proteins (Notch intracellular domain), it acts as a transcriptional activator that activates transcription of Notch target genes. Probably represses or activates transcription via the recruitment of chromatin remodeling  [...] 
168	CENPN	9606.ENSP00000377007	CENPN	Centromere protein N; Component of the CENPA-NAC (nucleosome-associated) complex, a complex that plays a central role in assembly of kinetochore proteins, mitotic progression and chromosome segregation. The CENPA-NAC complex recruits the CENPA-CAD (nucleosome distal) complex and may be involved in incorporation of newly synthesized CENPA into centromeres. CENPN is the first protein to bind specifically to CENPA nucleosomes and the direct binding of CENPA nucleosomes by CENPN is required for centromere assembly. Required for chromosome congression and efficiently align the chromosomes o [...] 
169	SPRR2B	9606.ENSP00000357744	SPRR2B	Small proline-rich protein 2B; Cross-linked envelope protein of keratinocytes. It is a keratinocyte protein that first appears in the cell cytosol, but ultimately becomes cross-linked to membrane proteins by transglutaminase. All that results in the formation of an insoluble envelope beneath the plasma membrane; Small proline rich proteins
170	RGS20	9606.ENSP00000297313	RGS20	Regulator of G-protein signaling 20; Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits thereby driving them into their inactive GDP-bound form. Binds selectively to G(z)-alpha and G(alpha)-i2 subunits, accelerates their GTPase activity and regulates their signaling activities. The G(z)-alpha activity is inhibited by the phosphorylation and palmitoylation of the G- protein. Negatively regulates mu-opioid receptor-mediated activation of the G-proteins (By similarity)
171	PMEPA1	9606.ENSP00000345826	PMEPA1	Protein TMEPAI; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription. Through interaction with SMAD2 and SMAD3, LDLRAD4 may  [...] 
172	CSTA	9606.ENSP00000264474	CSTA	Cystatin-a/b; Cystatin-A; This is an intracellular thiol proteinase inhibitor. Has an important role in desmosome-mediated cell-cell adhesion in the lower levels of the epidermis; Belongs to the cystatin family
173	CD24	9606.ENSP00000483985	CD24	CD24 molecule; Signal transducer CD24; May have a pivotal role in cell differentiation of different cell types. Signaling could be triggered by the binding of a lectin-like ligand to the CD24 carbohydrates, and transduced by the release of second messengers derived from the GPI-anchor. Modulates B-cell activation responses. Promotes AG-dependent proliferation of B-cells, and prevents their terminal differentiation into antibody-forming cells. In association with SIGLEC10 may be involved in the selective suppression of the immune response to danger-associated molecular patterns (DAMPs)  [...] 
174	MED14	9606.ENSP00000323720	MED14	Mediator of RNA polymerase II transcription subunit 14; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
175	PI3	9606.ENSP00000243924	PI3	Elafin; Neutrophil and pancreatic elastase-specific inhibitor of skin. It may prevent elastase-mediated tissue proteolysis; WAP four-disulfide core domain containing
176	KCNK6	9606.ENSP00000263372	KCNK6	Potassium channel subfamily K member 6; Exhibits outward rectification in a physiological K(+) gradient and mild inward rectification in symmetrical K(+) conditions; Belongs to the two pore domain potassium channel (TC 1.A.1.8) family
177	TXNDC9	9606.ENSP00000264255	TXNDC9	Thioredoxin domain-containing protein 9; Significantly diminishes the chaperonin TCP1 complex ATPase activity, thus negatively impacts protein folding, including that of actin or tubulin
178	PMEPA1	9606.ENSP00000345826	PMEPA1	Protein TMEPAI; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription. Through interaction with SMAD2 and SMAD3, LDLRAD4 may  [...] 
179	GDPD3	9606.ENSP00000384363	GDPD3	Glycerophosphodiester phosphodiesterase domain containing 3; Lysophospholipase D GDPD3; Hydrolyzes lysoglycerophospholipids to produce lysophosphatidic acid (LPA) and the corresponding amines. Shows a preference for 1-O-alkyl-sn-glycero-3-phosphocholine (lyso-PAF) and lysophosphatidylcholine (lyso-PC), and to a lesser extent for lysophosphatidylethanolamine (lyso-PE). Does not display glycerophosphodiester phosphodiesterase activity, since it cannot hydrolyze either glycerophosphoinositol or glycerophosphocholine
