#queryIndex	queryItem	stringId	preferredName	annotation
91	MARCHF4	9606.ENSP00000273067	MARCH4	E3 ubiquitin-protein ligase MARCH4; E3 ubiquitin-protein ligase that may mediate ubiquitination of MHC-I and CD4, and promote their subsequent endocytosis and sorting to lysosomes via multivesicular bodies. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin- conjugating enzyme in the form of a thioester and then directly transfer the ubiquitin to targeted substrates; Membrane associated ring-CH-type fingers
92	CARD16	9606.ENSP00000364858	CARD16	Caspase recruitment domain-containing protein 16; Caspase inhibitor. Acts as a regulator of procaspase- 1/CASP1 activation implicated in the regulation of the proteolytic maturation of pro-interleukin-1 beta (IL1B) and its release during inflammation. Inhibits the release of IL1B in response to LPS in monocytes. Also induces NF-kappa-B activation during the pro- inflammatory cytokine response. Also able to inhibit CASP1- mediated neuronal cell death, TNF-alpha, hypoxia-, UV-, and staurosporine-mediated cell death but not ER stress-mediated cell death. Acts by preventing activation of c [...] 
93	MACO1	9606.ENSP00000363463	TMEM57	Macoilin 1; Plays a role in the regulation of neuronal activity
94	ETS2	9606.ENSP00000353344	ETS2	Ets proto-oncogene 2, transcription factor; Protein C-ets-2; Transcription factor activating transcription. Binds specifically the DNA GGAA/T core motif (Ets-binding site or EBS) in gene promoters and stimulates transcription
95	CARS2	9606.ENSP00000257347	CARS2	Probable cysteine--tRNA ligase, mitochondrial; cysteinyl-tRNA synthetase 2, mitochondrial; Belongs to the class-I aminoacyl-tRNA synthetase family
96	GUCY1A1	9606.ENSP00000296518	GUCY1A3	Guanylate cyclase 1, soluble, alpha 3; Belongs to the adenylyl cyclase class-4/guanylyl cyclase family
97	ITGA5	9606.ENSP00000293379	ITGA5	Integrin alpha-5; Integrin alpha-5/beta-1 is a receptor for fibronectin and fibrinogen. It recognizes the sequence R-G-D in its ligands. ITGA5:ITGB1 binds to PLA2G2A via a site (site 2) which is distinct from the classical ligand-binding site (site 1) and this induces integrin conformational changes and enhanced ligand binding to site 1. ITGA5:ITGB1 acts as a receptor for fibrillin-1 (FBN1) and mediates R-G-D-dependent cell adhesion to FBN1; CD molecules
98	ZNF366	9606.ENSP00000313158	ZNF366	Zinc finger protein 366; Has transcriptional repression activity. Acts as corepressor of ESR1; the function seems to involve CTBP1 and histone deacetylases; Zinc fingers C2H2-type
99	B3GALT2	9606.ENSP00000356404	B3GALT2	Beta-1,3-galactosyltransferase 2; Beta-1,3-galactosyltransferase that transfers galactose from UDP-galactose to substrates with a terminal beta-N- acetylglucosamine (beta-GlcNAc) residue. Can also utilize substrates with a terminal galactose residue, albeit with lower efficiency. Involved in the biosynthesis of the carbohydrate moieties of glycolipids and glycoproteins. Inactive towards substrates with terminal alpha-N-acetylglucosamine (alpha-GlcNAc) or alpha-N-acetylgalactosamine (alpha-GalNAc) residues
101	CTTNBP2NL	9606.ENSP00000271277	CTTNBP2NL	CTTNBP2 N-terminal-like protein; CTTNBP2 N-terminal like; STRIPAK complex
103	PIK3R2	9606.ENSP00000222254	PIK3R2	Phosphoinositide-3-kinase regulatory subunit alpha/beta/delta; Phosphatidylinositol 3-kinase regulatory subunit beta; Regulatory subunit of phosphoinositide-3-kinase (PI3K), a kinase that phosphorylates PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5- trisphosphate (PIP3). PIP3 plays a key role by recruiting PH domain-containing proteins to the membrane, including AKT1 and PDPK1, activating signaling cascades involved in cell growth, survival, proliferation, motility and morphology. Binds to activated (phosphorylated) protein-tyrosine kinase [...] 
104	PTGS2	9606.ENSP00000356438	PTGS2	Prostaglandin G/H synthase 2; Converts arachidonate to prostaglandin H2 (PGH2), a committed step in prostanoid synthesis. Constitutively expressed in some tissues in physiological conditions, such as the endothelium, kidney and brain, and in pathological conditions, such as in cancer. PTGS2 is responsible for production of inflammatory prostaglandins. Up-regulation of PTGS2 is also associated with increased cell adhesion, phenotypic changes, resistance to apoptosis and tumor angiogenesis. In cancer cells, PTGS2 is a key step in the production of prostaglandin E2 (PGE2), which plays imp [...] 
105	STX8	9606.ENSP00000305255	STX8	Syntaxin-8; Vesicle trafficking protein that functions in the early secretory pathway, possibly by mediating retrograde transport from cis-Golgi membranes to the ER; Belongs to the syntaxin family
107	HTN1	9606.ENSP00000424501	HTN1	Histatin-1; Histatins are salivary proteins that are considered to be major precursors of the protective proteinaceous structure on tooth surfaces (enamel pellicle). In addition, histatins exhibit antibacterial and antifungal activities; Belongs to the histatin/statherin family
108	PCDH17	9606.ENSP00000367151	PCDH17	Protocadherin-17; Potential calcium-dependent cell-adhesion protein; Non-clustered protocadherins
109	ATF3	9606.ENSP00000344352	ATF3	Cyclic AMP-dependent transcription factor ATF-3; This protein binds the cAMP response element (CRE) (consensus: 5'-GTGACGT[AC][AG]-3'), a sequence present in many viral and cellular promoters. Represses transcription from promoters with ATF sites. It may repress transcription by stabilizing the binding of inhibitory cofactors at the promoter. Isoform 2 activates transcription presumably by sequestering inhibitory cofactors away from the promoters; Basic leucine zipper proteins
110	PDE2A	9606.ENSP00000334910	PDE2A	cGMP-dependent 3',5'-cyclic phosphodiesterase; Cyclic nucleotide phosphodiesterase with a dual- specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes. Plays an important role in growth and invasion of malignant melanoma cells (e.g. pseudomyxoma peritonei (PMP) cell line)
111	TSTD1	9606.ENSP00000388293	TSTD1	Thiosulfate sulfurtransferase like domain containing 1; Thiosulfate:glutathione sulfurtransferase; Thiosulfate:glutathione sulfurtransferase (TST) required to produce glutathione persulfide (GSS(-)), a central intermediate in hydrogen sulfide metabolism. Provides the link between the first step in mammalian H(2)S metabolism performed by the sulfide:quinone oxidoreductase (SQOR) which catalyzes the conversion of H(2)S to thiosulfate, and the sulfur dioxygenase (SDO) which uses GSS(-) as substrate. The thermodynamic coupling of the irreversible SDO and reversible TST reactions provides a [...] 
112	B3GALT2	9606.ENSP00000356404	B3GALT2	Beta-1,3-galactosyltransferase 2; Beta-1,3-galactosyltransferase that transfers galactose from UDP-galactose to substrates with a terminal beta-N- acetylglucosamine (beta-GlcNAc) residue. Can also utilize substrates with a terminal galactose residue, albeit with lower efficiency. Involved in the biosynthesis of the carbohydrate moieties of glycolipids and glycoproteins. Inactive towards substrates with terminal alpha-N-acetylglucosamine (alpha-GlcNAc) or alpha-N-acetylgalactosamine (alpha-GalNAc) residues
113	ANTKMT	9606.ENSP00000454380	FAM173A	Adenine nucleotide translocase lysine methyltransferase; Protein FAM173A; Seven-beta-strand methyltransferase motif containing
114	SKAP1	9606.ENSP00000338171	SKAP1	Src kinase-associated phosphoprotein 1; Positively regulates T-cell receptor signaling by enhancing the MAP kinase pathway. Required for optimal conjugation between T-cells and antigen-presenting cells by promoting the clustering of integrin ITGAL on the surface of T-cells. May be involved in high affinity immunoglobulin epsilon receptor signaling in mast cells; Belongs to the SKAP family
115	MX2	9606.ENSP00000333657	MX2	Interferon-induced GTP-binding protein Mx2; Interferon-induced dynamin-like GTPase with potent antiviral activity against human immunodeficiency virus type 1 (HIV-1). Acts by targeting the viral capsid and affects the nuclear uptake and/or stability of the HIV-1 replication complex and the subsequent chromosomal integration of the proviral DNA. Exhibits antiviral activity also against simian immunodeficiency virus (SIV-mnd). May play a role in regulating nucleocytoplasmic transport and cell-cycle progression
116	CENPX	9606.ENSP00000376168	STRA13	Centromere protein X; DNA-binding component of the Fanconi anemia (FA) core complex. Required for the normal activation of the FA pathway, leading to monoubiquitination of the FANCI-FANCD2 complex in response to DNA damage, cellular resistance to DNA cross-linking drugs, and prevention of chromosomal breakage. In complex with CENPS (MHF heterodimer), crucial cofactor for FANCM in both binding and ATP-dependent remodeling of DNA. Stabilizes FANCM. In complex with CENPS and FANCM (but not other FANC proteins), rapidly recruited to blocked forks and promotes gene conversion at blocked rep [...] 
117	SAMHD1	9606.ENSP00000262878	SAMHD1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1; Host restriction nuclease involved in defense response to virus. Has dNTPase activity and reduces cellular dNTP levels to levels too low for retroviral reverse transcription to occur. Blocks early-stage virus replication in dendritic and other myeloid cells. Likewise, suppresses LINE-1 retrotransposon activity. May play a role in mediating proinflammatory responses to TNF-alpha signaling. Has ribonuclease activity, acting on single-stranded RNA. This activity is essential for H1V-1 restriction; Sterile alpha motif domain containing
118	GJA4	9606.ENSP00000343676	GJA4	Gap junction alpha-4 protein; One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell
119	GPATCH2	9606.ENSP00000355902	GPATCH2	G patch domain-containing protein 2; Enhances the ATPase activity of DHX15 in vitro; G-patch domain containing
120	IGFBP5	9606.ENSP00000233813	IGFBP5	Insulin-like growth factor-binding protein 5; IGF-binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors
121	SKIL	9606.ENSP00000415243	SKIL	Ski-like protein; May have regulatory role in cell division or differentiation in response to extracellular signals; Belongs to the SKI family
122	GSPT1	9606.ENSP00000398131	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A; Involved in translation termination in response to the termination codons UAA, UAG and UGA. Stimulates the activity of ERF1. Involved in regulation of mammalian cell growth. Component of the transient SURF complex which recruits UPF1 to stalled ribosomes in the context of nonsense-mediated decay (NMD) of mRNAs containing premature stop codons; Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. ERF3 subfamily
123	HECW2	9606.ENSP00000260983	HECW2	E3 ubiquitin-protein ligase HECW2; E3 ubiquitin-protein ligase that mediates ubiquitination of TP73. Acts to stabilize TP73 and enhance activation of transcription by TP73. Involved in the regulation of mitotic metaphase/anaphase transition; C2 domain containing
124	TMEM51	9606.ENSP00000394899	TMEM51	Transmembrane protein 51
125	LIMS1	9606.ENSP00000446121	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1; Adapter protein in a cytoplasmic complex linking beta- integrins to the actin cytoskeleton, bridges the complex to cell surface receptor tyrosine kinases and growth factor receptors. Involved in the regulation of cell survival, cell proliferation and cell differentiation; LIM domain containing
126	IL21R	9606.ENSP00000338010	IL21R	Interleukin-21 receptor; This is a receptor for interleukin-21; CD molecules
127	GPATCH2	9606.ENSP00000355902	GPATCH2	G patch domain-containing protein 2; Enhances the ATPase activity of DHX15 in vitro; G-patch domain containing
128	SLC43A2	9606.ENSP00000461382	SLC43A2	Mfs transporter, lat3 family, solute carrier family 43, member 2; Large neutral amino acids transporter small subunit 4; Sodium-, chloride-, and pH-independent high affinity transport of large neutral amino acids; Belongs to the SLC43A transporter (TC 2.A.1.44) family
129	TFEC	9606.ENSP00000265440	TFEC	Transcription factor EC; Transcriptional regulator that acts as a repressor or an activator. Acts as a transcriptional repressor on minimal promoter containing element F (that includes an E-box sequence). Binds to element F in an E-box sequence-specific manner. Acts as a transcriptional transactivator on the proximal promoter region of the tartrate-resistant acid phosphatase (TRAP) E-box containing promoter (By similarity). Collaborates with MITF in target gene activation (By similarity). Acts as a transcriptional repressor on minimal promoter containing mu E3 enhancer sequence (By sim [...] 
130	CA2	9606.ENSP00000285379	CA2	Carbonic anhydrase 2; Essential for bone resorption and osteoclast differentiation (By similarity). Reversible hydration of carbon dioxide. Can hydrate cyanamide to urea. Involved in the regulation of fluid secretion into the anterior chamber of the eye. Contributes to intracellular pH regulation in the duodenal upper villous epithelium during proton-coupled peptide absorption. Stimulates the chloride-bicarbonate exchange activity of SLC26A6; Carbonic anhydrases
132	GNA14	9606.ENSP00000365807	GNA14	Guanine nucleotide-binding protein subunit alpha-14; Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems; G protein subunits alpha, group q
133	USP18	9606.ENSP00000215794	USP18	Ubl carboxyl-terminal hydrolase 18; Involved in the regulation of inflammatory response to interferon type 1. Can efficiently cleave only ISG15 fusions including native ISG15 conjugates linked via isopeptide bonds. Necessary to maintain a critical cellular balance of ISG15-conjugated proteins in both healthy and stressed organisms; Ubiquitin specific peptidases
134	CD58	9606.ENSP00000358501	CD58	Lymphocyte function-associated antigen 3; Ligand of the T-lymphocyte CD2 glycoprotein. This interaction is important in mediating thymocyte interactions with thymic epithelial cells, antigen-independent and -dependent interactions of T-lymphocytes with target cells and antigen- presenting cells and the T-lymphocyte rosetting with erythrocytes. In addition, the LFA-3/CD2 interaction may prime response by both the CD2+ and LFA-3+ cells
135	CD109	9606.ENSP00000287097	CD109	CD109 antigen; Modulates negatively TGFB1 signaling in keratinocytes; Belongs to the protease inhibitor I39 (alpha-2- macroglobulin) family
136	YIPF5	9606.ENSP00000274496	YIPF5	Protein YIPF5; Plays a role in transport between endoplasmic reticulum and Golgi; Yip1 domain containing
137	LDLRAD4	9606.ENSP00000352420	LDLRAD4	Low-density lipoprotein receptor class A domain-containing protein 4; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription.  [...] 
138	LMNA	9606.ENSP00000357283	LMNA	Prelamin-A/C; Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin. Lamin A and C are present in equal amounts in the lamina of mammals. Plays an important role in nuclear assembly, chromatin organization, nuclear membrane and telomere dynamics. Required for normal development of peripheral nervous system and skeletal muscle and for muscle satellite cell proliferation. Required for osteoblastogenesis and bone formation. A [...] 
139	SPRY4	9606.ENSP00000344967	SPRY4	Sprouty rtk signaling antagonist 4; Protein sprouty homolog 4; Suppresses the insulin receptor and EGFR-transduced MAPK signaling pathway, but does not inhibit MAPK activation by a constitutively active mutant Ras. Probably impairs the formation of GTP-Ras. Inhibits Ras-independent, but not Ras-dependent, activation of RAF1
140	UCHL1	9606.ENSP00000284440	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1; Ubiquitin-protein hydrolase involved both in the processing of ubiquitin precursors and of ubiquitinated proteins. This enzyme is a thiol protease that recognizes and hydrolyzes a peptide bond at the C-terminal glycine of ubiquitin. Also binds to free monoubiquitin and may prevent its degradation in lysosomes. The homodimer may have ATP-independent ubiquitin ligase activity; Parkinson disease associated genes
141	TAGLN	9606.ENSP00000432282	TAGLN	Transgelin; Actin cross-linking/gelling protein (By similarity). Involved in calcium interactions and contractile properties of the cell that may contribute to replicative senescence; Belongs to the calponin family
142	MAP3K8	9606.ENSP00000263056	MAP3K8	Mitogen-activated protein kinase kinase kinase 8; Required for lipopolysaccharide (LPS)-induced, TLR4- mediated activation of the MAPK/ERK pathway in macrophages, thus being critical for production of the proinflammatory cytokine TNF- alpha (TNF) during immune responses. Involved in the regulation of T-helper cell differentiation and IFNG expression in T-cells. Involved in mediating host resistance to bacterial infection through negative regulation of type I interferon (IFN) production. In vitro, activates MAPK/ERK pathway in response to IL1 in an IRAK1-independent manner, leading to u [...] 
143	HAPLN1	9606.ENSP00000274341	HAPLN1	Hyaluronan and proteoglycan link protein 1; Stabilizes the aggregates of proteoglycan monomers with hyaluronic acid in the extracellular cartilage matrix; V-set domain containing
144	AKR7A2	9606.ENSP00000235835	AKR7A2	Aflatoxin B1 aldehyde reductase member 2; Catalyzes the NADPH-dependent reduction of succinic semialdehyde to gamma-hydroxybutyrate. May have an important role in producing the neuromodulator gamma-hydroxybutyrate (GHB). Has broad substrate specificity. Has NADPH-dependent aldehyde reductase activity towards 2-carboxybenzaldehyde, 2- nitrobenzaldehyde and pyridine-2-aldehyde (in vitro). Can reduce 1,2-naphthoquinone and 9,10-phenanthrenequinone (in vitro). Can reduce the dialdehyde protein-binding form of aflatoxin B1 (AFB1) to the non-binding AFB1 dialcohol. May be involved in protect [...] 
145	LMNA	9606.ENSP00000357283	LMNA	Prelamin-A/C; Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin. Lamin A and C are present in equal amounts in the lamina of mammals. Plays an important role in nuclear assembly, chromatin organization, nuclear membrane and telomere dynamics. Required for normal development of peripheral nervous system and skeletal muscle and for muscle satellite cell proliferation. Required for osteoblastogenesis and bone formation. A [...] 
146	SAMHD1	9606.ENSP00000262878	SAMHD1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1; Host restriction nuclease involved in defense response to virus. Has dNTPase activity and reduces cellular dNTP levels to levels too low for retroviral reverse transcription to occur. Blocks early-stage virus replication in dendritic and other myeloid cells. Likewise, suppresses LINE-1 retrotransposon activity. May play a role in mediating proinflammatory responses to TNF-alpha signaling. Has ribonuclease activity, acting on single-stranded RNA. This activity is essential for H1V-1 restriction; Sterile alpha motif domain containing
147	VDR	9606.ENSP00000447173	VDR	Vitamin D3 receptor; Nuclear receptor for calcitriol, the active form of vitamin D3 which mediates the action of this vitamin on cells. Enters the nucleus upon vitamin D3 binding where it forms heterodimers with the retinoid X receptor/RXR. The VDR-RXR heterodimers bind to specific response elements on DNA and activate the transcription of vitamin D3-responsive target genes. Recruited to promoters via its interaction with BAZ1B/WSTF which mediates the interaction with acetylated histones, an essential step for VDR-promoter association. Plays a central role in calcium homeostasis; Belon [...] 
148	IFI44	9606.ENSP00000359783	IFI44	Interferon-induced protein 44; This protein aggregates to form microtubular structures; Belongs to the IFI44 family
149	INPP4B	9606.ENSP00000425487	INPP4B	Type II inositol 3,4-bisphosphate 4-phosphatase; Catalyzes the hydrolysis of the 4-position phosphate of phosphatidylinositol 3,4-bisphosphate, inositol 1,3,4- trisphosphate and inositol 1,4-bisphosphate
150	ARHGEF7	9606.ENSP00000364893	ARHGEF7	Rho guanine nucleotide exchange factor 7; Acts as a RAC1 guanine nucleotide exchange factor (GEF) and can induce membrane ruffling. Functions in cell migration, attachment and cell spreading. Promotes targeting of RAC1 to focal adhesions (By similarity). May function as a positive regulator of apoptosis. Downstream of NMDA receptors and CaMKK-CaMK1 signaling cascade, promotes the formation of spines and synapses in hippocampal neurons; Pleckstrin homology domain containing
151	FARS2	9606.ENSP00000316335	FARS2	Phenylalanine--tRNA ligase, mitochondrial; Is responsible for the charging of tRNA(Phe) with phenylalanine in mitochondrial translation. To a lesser extent, also catalyzes direct attachment of m-Tyr (an oxidized version of Phe) to tRNA(Phe), thereby opening the way for delivery of the misacylated tRNA to the ribosome and incorporation of ROS-damaged amino acid into proteins; Belongs to the class-II aminoacyl-tRNA synthetase family
152	RBPJ	9606.ENSP00000345206	RBPJ	Recombining binding protein suppressor of hairless; Transcriptional regulator that plays a central role in Notch signaling, a signaling pathway involved in cell-cell communication that regulates a broad spectrum of cell-fate determinations. Acts as a transcriptional repressor when it is not associated with Notch proteins. When associated with some NICD product of Notch proteins (Notch intracellular domain), it acts as a transcriptional activator that activates transcription of Notch target genes. Probably represses or activates transcription via the recruitment of chromatin remodeling  [...] 
153	PMEPA1	9606.ENSP00000345826	PMEPA1	Protein TMEPAI; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription. Through interaction with SMAD2 and SMAD3, LDLRAD4 may  [...] 
154	MED14	9606.ENSP00000323720	MED14	Mediator of RNA polymerase II transcription subunit 14; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
155	PMEPA1	9606.ENSP00000345826	PMEPA1	Protein TMEPAI; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription. Through interaction with SMAD2 and SMAD3, LDLRAD4 may  [...] 
156	OLIG2	9606.ENSP00000331040	OLIG2	Oligodendrocyte transcription factor 2; Required for oligodendrocyte and motor neuron specification in the spinal cord, as well as for the development of somatic motor neurons in the hindbrain. Cooperates with OLIG1 to establish the pMN domain of the embryonic neural tube. Antagonist of V2 interneuron and of NKX2-2-induced V3 interneuron development (By similarity); Basic helix-loop-helix proteins
157	SLC2A12	9606.ENSP00000275230	SLC2A12	Solute carrier family 2, facilitated glucose transporter member 12; Facilitative glucose transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family. Glucose transporter subfamily
158	FLT1	9606.ENSP00000282397	FLT1	Vascular endothelial growth factor receptor 1; Tyrosine-protein kinase that acts as a cell-surface receptor for VEGFA, VEGFB and PGF, and plays an essential role in the development of embryonic vasculature, the regulation of angiogenesis, cell survival, cell migration, macrophage function, chemotaxis, and cancer cell invasion. May play an essential role as a negative regulator of embryonic angiogenesis by inhibiting excessive proliferation of endothelial cells. Can promote endothelial cell proliferation, survival and angiogenesis in adulthood. Its function in promoting cell proliferati [...] 
159	PCDH17	9606.ENSP00000367151	PCDH17	Protocadherin-17; Potential calcium-dependent cell-adhesion protein; Non-clustered protocadherins
160	RCAN2	9606.ENSP00000360425	RCAN2	Calcipressin-2; Inhibits calcineurin-dependent transcriptional responses by binding to the catalytic domain of calcineurin A. Could play a role during central nervous system development; Belongs to the RCAN family
161	MSC	9606.ENSP00000321445	MSC	Musculin; Transcription repressor capable of inhibiting the transactivation capability of TCF3/E47. May play a role in regulating antigen-dependent B-cell differentiation; Basic helix-loop-helix proteins
162	CCNA1	9606.ENSP00000255465	CCNA1	Cyclin-A1; May be involved in the control of the cell cycle at the G1/S (start) and G2/M (mitosis) transitions. May primarily function in the control of the germline meiotic cell cycle and additionally in the control of mitotic cell cycle in some somatic cells; Belongs to the cyclin family. Cyclin AB subfamily
163	FLT1	9606.ENSP00000282397	FLT1	Vascular endothelial growth factor receptor 1; Tyrosine-protein kinase that acts as a cell-surface receptor for VEGFA, VEGFB and PGF, and plays an essential role in the development of embryonic vasculature, the regulation of angiogenesis, cell survival, cell migration, macrophage function, chemotaxis, and cancer cell invasion. May play an essential role as a negative regulator of embryonic angiogenesis by inhibiting excessive proliferation of endothelial cells. Can promote endothelial cell proliferation, survival and angiogenesis in adulthood. Its function in promoting cell proliferati [...] 
164	FAM43A	9606.ENSP00000371397	FAM43A	Protein FAM43A; Family with sequence similarity 43 member A; Belongs to the FAM43 family
165	ABCB1	9606.ENSP00000478255	ABCB1	Multidrug resistance protein 1; Energy-dependent efflux pump responsible for decreased drug accumulation in multidrug-resistant cells; ATP binding cassette subfamily B
166	TNS1	9606.ENSP00000171887	TNS1	Tensin-1; Involved in fibrillar adhesion formation. May be involved in cell migration, cartilage development and in linking signal transduction pathways to the cytoskeleton; C2 tensin-type domain containing
167	NECTIN3	9606.ENSP00000418070	PVRL3	Poliovirus receptor-related protein 3; Nectin-3; Plays a role in cell-cell adhesion through heterophilic trans-interactions with nectin-like proteins or nectins, such as trans-interaction with NECTIN2 at Sertoli-spermatid junctions. Trans-interaction with PVR induces activation of CDC42 and RAC small G proteins through common signaling molecules such as SRC and RAP1. Also involved in the formation of cell-cell junctions, including adherens junctions and synapses. Induces endocytosis- mediated down-regulation of PVR from the cell surface, resulting in reduction of cell movement and prol [...] 
168	GDF7	9606.ENSP00000272224	GDF7	Growth/differentiation factor 7; May play an active role in the motor area of the primate neocortex
169	FAM8A1	9606.ENSP00000259963	FAM8A1	Protein FAM8A1; Family with sequence similarity 8 member A1
170	SYNJ2	9606.ENSP00000347792	SYNJ2	Synaptojanin-2; Inositol 5-phosphatase which may be involved in distinct membrane trafficking and signal transduction pathways. May mediate the inhibitory effect of Rac1 on endocytosis; Belongs to the synaptojanin family
171	CHST1	9606.ENSP00000309270	CHST1	Carbohydrate sulfotransferase 1; Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the transfer of sulfate to position 6 of galactose (Gal) residues of keratan. Has a preference for sulfating keratan sulfate, but it also transfers sulfate to the unsulfated polymer. The sulfotransferase activity on sialyl LacNAc structures is much higher than the corresponding desialylated substrate, and only internal Gal residues are sulfated. May function in the sulfation of sialyl N- acetyllactosamine oligosaccharide chains attached to glycoproteins.  [...] 
172	ARPP19	9606.ENSP00000455625	ARPP19	cAMP-regulated phosphoprotein 19; Protein phosphatase inhibitor that specifically inhibits protein phosphatase 2A (PP2A) during mitosis. When phosphorylated at Ser-62 during mitosis, specifically interacts with PPP2R2D (PR55-delta) and inhibits its activity, leading to inactivation of PP2A, an essential condition to keep cyclin-B1-CDK1 activity high during M phase. May indirectly enhance GAP-43 expression; Belongs to the endosulfine family
173	SAMD9L	9606.ENSP00000326247	SAMD9L	Sterile alpha motif domain-containing protein 9-like; May be involved in endosome fusion. Mediates down- regulation of growth factor signaling via internalization of growth factor receptors; Sterile alpha motif domain containing
174	TNFSF18	9606.ENSP00000385470	TNFSF18	Tumor necrosis factor ligand superfamily member 18; Cytokine that binds to TNFRSF18/AITR/GITR. Regulates T- cell responses. Can function as costimulator and lower the threshold for T-cell activation and T-cell proliferation. Important for interactions between activated T-lymphocytes and endothelial cells. Mediates activation of NF-kappa-B. Triggers increased phosphorylation of STAT1 and up-regulates expression of VCAM1 and ICAM1. Promotes leukocyte adhesion to endothelial cells. Regulates migration of monocytes from the splenic reservoir to sites of inflammation (By similarity); Belong [...] 
175	PMEPA1	9606.ENSP00000345826	PMEPA1	Protein TMEPAI; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription. Through interaction with SMAD2 and SMAD3, LDLRAD4 may  [...] 
176	CLU	9606.ENSP00000315130	CLU	Clusterin; Isoform 1 functions as extracellular chaperone that prevents aggregation of nonnative proteins. Prevents stress- induced aggregation of blood plasma proteins. Inhibits formation of amyloid fibrils by APP, APOC2, B2M, CALCA, CSN3, SNCA and aggregation-prone LYZ variants (in vitro). Does not require ATP. Maintains partially unfolded proteins in a state appropriate for subsequent refolding by other chaperones, such as HSPA8/HSC70. Does not refold proteins by itself. Binding to cell surface receptors triggers internalization of the chaperone-client complex and subsequent lysosom [...] 
177	CLN8	9606.ENSP00000328182	CLN8	Protein CLN8; Could play a role in cell proliferation during neuronal differentiation and in protection against cell death; TLC domain containing
178	SYN1	9606.ENSP00000295987	SYN1	Synapsin-1; Neuronal phosphoprotein that coats synaptic vesicles, binds to the cytoskeleton, and is believed to function in the regulation of neurotransmitter release. The complex formed with NOS1 and CAPON proteins is necessary for specific nitric-oxid functions at a presynaptic level; Synapsins
179	CXCL10	9606.ENSP00000305651	CXCL10	C-X-C motif chemokine 10; Chemotactic for monocytes and T-lymphocytes. Binds to CXCR3; Belongs to the intercrine alpha (chemokine CxC) family
