#queryIndex	queryItem	stringId	preferredName	annotation
99	LDLRAD4	9606.ENSP00000352420	LDLRAD4	Low-density lipoprotein receptor class A domain-containing protein 4; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription.  [...] 
100	LMNA	9606.ENSP00000357283	LMNA	Prelamin-A/C; Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin. Lamin A and C are present in equal amounts in the lamina of mammals. Plays an important role in nuclear assembly, chromatin organization, nuclear membrane and telomere dynamics. Required for normal development of peripheral nervous system and skeletal muscle and for muscle satellite cell proliferation. Required for osteoblastogenesis and bone formation. A [...] 
101	MAP3K8	9606.ENSP00000263056	MAP3K8	Mitogen-activated protein kinase kinase kinase 8; Required for lipopolysaccharide (LPS)-induced, TLR4- mediated activation of the MAPK/ERK pathway in macrophages, thus being critical for production of the proinflammatory cytokine TNF- alpha (TNF) during immune responses. Involved in the regulation of T-helper cell differentiation and IFNG expression in T-cells. Involved in mediating host resistance to bacterial infection through negative regulation of type I interferon (IFN) production. In vitro, activates MAPK/ERK pathway in response to IL1 in an IRAK1-independent manner, leading to u [...] 
102	AKR7A2	9606.ENSP00000235835	AKR7A2	Aflatoxin B1 aldehyde reductase member 2; Catalyzes the NADPH-dependent reduction of succinic semialdehyde to gamma-hydroxybutyrate. May have an important role in producing the neuromodulator gamma-hydroxybutyrate (GHB). Has broad substrate specificity. Has NADPH-dependent aldehyde reductase activity towards 2-carboxybenzaldehyde, 2- nitrobenzaldehyde and pyridine-2-aldehyde (in vitro). Can reduce 1,2-naphthoquinone and 9,10-phenanthrenequinone (in vitro). Can reduce the dialdehyde protein-binding form of aflatoxin B1 (AFB1) to the non-binding AFB1 dialcohol. May be involved in protect [...] 
103	LMNA	9606.ENSP00000357283	LMNA	Prelamin-A/C; Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin. Lamin A and C are present in equal amounts in the lamina of mammals. Plays an important role in nuclear assembly, chromatin organization, nuclear membrane and telomere dynamics. Required for normal development of peripheral nervous system and skeletal muscle and for muscle satellite cell proliferation. Required for osteoblastogenesis and bone formation. A [...] 
104	ATP6V0D2	9606.ENSP00000285393	ATP6V0D2	V-type proton ATPase subunit d 2; Subunit of the integral membrane V0 complex of vacuolar ATPase. Vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells, thus providing most of the energy required for transport processes in the vacuolar system. May play a role in coupling of proton transport and ATP hydrolysis (By similarity); V-type ATPases
105	VDR	9606.ENSP00000447173	VDR	Vitamin D3 receptor; Nuclear receptor for calcitriol, the active form of vitamin D3 which mediates the action of this vitamin on cells. Enters the nucleus upon vitamin D3 binding where it forms heterodimers with the retinoid X receptor/RXR. The VDR-RXR heterodimers bind to specific response elements on DNA and activate the transcription of vitamin D3-responsive target genes. Recruited to promoters via its interaction with BAZ1B/WSTF which mediates the interaction with acetylated histones, an essential step for VDR-promoter association. Plays a central role in calcium homeostasis; Belon [...] 
106	INPP4B	9606.ENSP00000425487	INPP4B	Type II inositol 3,4-bisphosphate 4-phosphatase; Catalyzes the hydrolysis of the 4-position phosphate of phosphatidylinositol 3,4-bisphosphate, inositol 1,3,4- trisphosphate and inositol 1,4-bisphosphate
107	ARHGEF7	9606.ENSP00000364893	ARHGEF7	Rho guanine nucleotide exchange factor 7; Acts as a RAC1 guanine nucleotide exchange factor (GEF) and can induce membrane ruffling. Functions in cell migration, attachment and cell spreading. Promotes targeting of RAC1 to focal adhesions (By similarity). May function as a positive regulator of apoptosis. Downstream of NMDA receptors and CaMKK-CaMK1 signaling cascade, promotes the formation of spines and synapses in hippocampal neurons; Pleckstrin homology domain containing
108	FARS2	9606.ENSP00000316335	FARS2	Phenylalanine--tRNA ligase, mitochondrial; Is responsible for the charging of tRNA(Phe) with phenylalanine in mitochondrial translation. To a lesser extent, also catalyzes direct attachment of m-Tyr (an oxidized version of Phe) to tRNA(Phe), thereby opening the way for delivery of the misacylated tRNA to the ribosome and incorporation of ROS-damaged amino acid into proteins; Belongs to the class-II aminoacyl-tRNA synthetase family
109	RBPJ	9606.ENSP00000345206	RBPJ	Recombining binding protein suppressor of hairless; Transcriptional regulator that plays a central role in Notch signaling, a signaling pathway involved in cell-cell communication that regulates a broad spectrum of cell-fate determinations. Acts as a transcriptional repressor when it is not associated with Notch proteins. When associated with some NICD product of Notch proteins (Notch intracellular domain), it acts as a transcriptional activator that activates transcription of Notch target genes. Probably represses or activates transcription via the recruitment of chromatin remodeling  [...] 
110	EPSTI1	9606.ENSP00000318982	EPSTI1	Epithelial-stromal interaction protein 1; Plays a role in M1 macrophage polarization and is required for the proper regulation of gene expression during M1 versus M2 macrophage differentiation (By similarity). Might play a role in RELA/p65 and STAT1 phosphorylation and nuclear localization upon activation of macrophages (By similarity)
112	PMEPA1	9606.ENSP00000345826	PMEPA1	Protein TMEPAI; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription. Through interaction with SMAD2 and SMAD3, LDLRAD4 may  [...] 
113	MED14	9606.ENSP00000323720	MED14	Mediator of RNA polymerase II transcription subunit 14; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
114	PMEPA1	9606.ENSP00000345826	PMEPA1	Protein TMEPAI; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription. Through interaction with SMAD2 and SMAD3, LDLRAD4 may  [...] 
115	PLPP1	9606.ENSP00000264775	PPAP2A	Phospholipid phosphatase 1; Phosphatidic acid phosphatase type 2A
116	VAMP5	9606.ENSP00000305647	VAMP5	Vesicle-associated membrane protein 5; May participate in trafficking events that are associated with myogenesis, such as myoblast fusion and/or GLUT4 trafficking; Belongs to the synaptobrevin family
117	WWTR1	9606.ENSP00000419465	WWTR1	WW domain-containing transcription regulator protein 1; Transcriptional coactivator which acts as a downstream regulatory target in the Hippo signaling pathway that plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein STK3/MST2 and STK4/MST1, in complex with its regulatory protein SAV1, phosphorylates and activates LATS1/2 in complex with its regulatory protein MOB1, which in turn phosphorylates and inactivates YAP1 oncoprotein and WWTR1/TAZ. WWTR1 enhances [...] 
118	OLIG2	9606.ENSP00000331040	OLIG2	Oligodendrocyte transcription factor 2; Required for oligodendrocyte and motor neuron specification in the spinal cord, as well as for the development of somatic motor neurons in the hindbrain. Cooperates with OLIG1 to establish the pMN domain of the embryonic neural tube. Antagonist of V2 interneuron and of NKX2-2-induced V3 interneuron development (By similarity); Basic helix-loop-helix proteins
119	MSC	9606.ENSP00000321445	MSC	Musculin; Transcription repressor capable of inhibiting the transactivation capability of TCF3/E47. May play a role in regulating antigen-dependent B-cell differentiation; Basic helix-loop-helix proteins
120	FAM43A	9606.ENSP00000371397	FAM43A	Protein FAM43A; Family with sequence similarity 43 member A; Belongs to the FAM43 family
121	ABCB1	9606.ENSP00000478255	ABCB1	Multidrug resistance protein 1; Energy-dependent efflux pump responsible for decreased drug accumulation in multidrug-resistant cells; ATP binding cassette subfamily B
122	SLC39A8	9606.ENSP00000378310	SLC39A8	Solute carrier family 39 (zinc transporter), member 8; Zinc transporter ZIP8; Acts as a manganese and zinc influx transporter. Plays a role in manganese reabsorption in the proximal tubule of the kidney and in manganese uptake into the brain; Belongs to the ZIP transporter (TC 2.A.5) family
123	TNS1	9606.ENSP00000171887	TNS1	Tensin-1; Involved in fibrillar adhesion formation. May be involved in cell migration, cartilage development and in linking signal transduction pathways to the cytoskeleton; C2 tensin-type domain containing
124	NECTIN3	9606.ENSP00000418070	PVRL3	Poliovirus receptor-related protein 3; Nectin-3; Plays a role in cell-cell adhesion through heterophilic trans-interactions with nectin-like proteins or nectins, such as trans-interaction with NECTIN2 at Sertoli-spermatid junctions. Trans-interaction with PVR induces activation of CDC42 and RAC small G proteins through common signaling molecules such as SRC and RAP1. Also involved in the formation of cell-cell junctions, including adherens junctions and synapses. Induces endocytosis- mediated down-regulation of PVR from the cell surface, resulting in reduction of cell movement and prol [...] 
125	FAM8A1	9606.ENSP00000259963	FAM8A1	Protein FAM8A1; Family with sequence similarity 8 member A1
126	SYNJ2	9606.ENSP00000347792	SYNJ2	Synaptojanin-2; Inositol 5-phosphatase which may be involved in distinct membrane trafficking and signal transduction pathways. May mediate the inhibitory effect of Rac1 on endocytosis; Belongs to the synaptojanin family
127	GBP4	9606.ENSP00000359490	GBP4	Guanylate-binding protein 4; Binds GTP, GDP and GMP. Hydrolyzes GTP very efficiently; GDP rather than GMP is the major reaction product. Plays a role in erythroid differentiation (By similarity)
128	ARPP19	9606.ENSP00000455625	ARPP19	cAMP-regulated phosphoprotein 19; Protein phosphatase inhibitor that specifically inhibits protein phosphatase 2A (PP2A) during mitosis. When phosphorylated at Ser-62 during mitosis, specifically interacts with PPP2R2D (PR55-delta) and inhibits its activity, leading to inactivation of PP2A, an essential condition to keep cyclin-B1-CDK1 activity high during M phase. May indirectly enhance GAP-43 expression; Belongs to the endosulfine family
129	PMEPA1	9606.ENSP00000345826	PMEPA1	Protein TMEPAI; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription. Through interaction with SMAD2 and SMAD3, LDLRAD4 may  [...] 
130	CLN8	9606.ENSP00000328182	CLN8	Protein CLN8; Could play a role in cell proliferation during neuronal differentiation and in protection against cell death; TLC domain containing
131	SYN1	9606.ENSP00000295987	SYN1	Synapsin-1; Neuronal phosphoprotein that coats synaptic vesicles, binds to the cytoskeleton, and is believed to function in the regulation of neurotransmitter release. The complex formed with NOS1 and CAPON proteins is necessary for specific nitric-oxid functions at a presynaptic level; Synapsins
132	DUSP23	9606.ENSP00000357087	DUSP23	Dual specificity protein phosphatase 23; Protein phosphatase that mediates dephosphorylation of proteins phosphorylated on Tyr and Ser/Thr residues. In vitro, it can dephosphorylate p44-ERK1 (MAPK3) but not p54 SAPK-beta (MAPK10) in vitro. Able to enhance activation of JNK and p38 (MAPK14); Atypical dual specificity phosphatases
133	RALA	9606.ENSP00000005257	RALA	Ras-related protein Ral-A; Multifunctional GTPase involved in a variety of cellular processes including gene expression, cell migration, cell proliferation, oncogenic transformation and membrane trafficking. Accomplishes its multiple functions by interacting with distinct downstream effectors. Acts as a GTP sensor for GTP-dependent exocytosis of dense core vesicles. The RALA-exocyst complex regulates integrin-dependent membrane raft exocytosis and growth signaling. Key regulator of LPAR1 signaling and competes with GRK2 for binding to LPAR1 thus affecting the signaling properties of th [...] 
134	FCMR	9606.ENSP00000356058	FAIM3	Fas apoptotic inhibitory molecule 3; May play a role in the immune system processes. Protects cells from FAS-, TNF alpha- and FADD-induced apoptosis without increasing expression of the inhibitors of apoptosis BCL2 and BCLXL. Seems to activate an inhibitory pathway that prevents CASP8 activation following FAS stimulation, rather than blocking apoptotic signals downstream. May inhibit FAS-induced apoptosis by preventing CASP8 processing through CFLAR up-regulation
135	DDI2	9606.ENSP00000417748	DDI2	DNA damage inducible 1 homolog 2; Belongs to the DDI1 family
136	IL15RA	9606.ENSP00000380421	IL15RA	Interleukin 15 receptor subunit alpha; CD molecules
137	CDK19	9606.ENSP00000357907	CDK19	Cyclin-dependent kinase 8/11; Cyclin dependent kinase 19; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily
138	ATP6V0D2	9606.ENSP00000285393	ATP6V0D2	V-type proton ATPase subunit d 2; Subunit of the integral membrane V0 complex of vacuolar ATPase. Vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells, thus providing most of the energy required for transport processes in the vacuolar system. May play a role in coupling of proton transport and ATP hydrolysis (By similarity); V-type ATPases
139	PLIN2	9606.ENSP00000276914	PLIN2	Perilipin-2; May be involved in development and maintenance of adipose tissue; Perilipins
140	PIGK	9606.ENSP00000359848	PIGK	Phosphatidylinositol glycan anchor biosynthesis class k; GPI-anchor transamidase; Mediates GPI anchoring in the endoplasmic reticulum, by replacing a protein's C-terminal GPI attachment signal peptide with a pre-assembled GPI. During this transamidation reaction, the GPI transamidase forms a carbonyl intermediate with the substrate protein; Belongs to the peptidase C13 family
141	ADGRG3	9606.ENSP00000332900	GPR97	Adhesion G protein-coupled receptor G3; Orphan receptor that regulates migration of lymphatic endothelial cells in vitro via the small GTPases RhoA and CDC42. Regulates B-cell development (By similarity). Seems to signal through G-alpha(q)-proteins
142	ECHS1	9606.ENSP00000357535	ECHS1	Enoyl-CoA hydratase, mitochondrial; Straight-chain enoyl-CoA thioesters from C4 up to at least C16 are processed, although with decreasing catalytic rate. Has high substrate specificity for crotonyl-CoA and moderate specificity for acryloyl-CoA, 3-methylcrotonyl-CoA and methacrylyl-CoA. It is noteworthy that binds tiglyl-CoA, but hydrates only a small amount of this substrate
143	PRKCB	9606.ENSP00000305355	PRKCB	Protein kinase C beta type; Calcium-activated, phospholipid- and diacylglycerol (DAG)-dependent serine/threonine-protein kinase involved in various cellular processes such as regulation of the B-cell receptor (BCR) signalosome, oxidative stress-induced apoptosis, androgen receptor-dependent transcription regulation, insulin signaling and endothelial cells proliferation. Plays a key role in B-cell activation by regulating BCR-induced NF-kappa-B activation. Mediates the activation of the canonical NF-kappa-B pathway (NFKB1) by direct phosphorylation of CARD11/CARMA1 at 'Ser-559', 'Ser-64 [...] 
144	RGS16	9606.ENSP00000356529	RGS16	Regulator of G-protein signaling 16; Regulates G protein-coupled receptor signaling cascades. Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound form. Plays an important role in the phototransduction cascade by regulating the lifetime and effective concentration of activated transducin alpha. May regulate extra and intracellular mitogenic signals (By similarity)
146	P2RY13	9606.ENSP00000320376	P2RY13	P2Y purinoceptor 13; Receptor for ADP. Coupled to G(i)-proteins. May play a role in hematopoiesis and the immune system; P2Y receptors
147	ABCG2	9606.ENSP00000237612	ABCG2	ATP-binding cassette sub-family G member 2; High-capacity urate exporter functioning in both renal and extrarenal urate excretion. Plays a role in porphyrin homeostasis as it is able to mediates the export of protoporhyrin IX (PPIX) both from mitochondria to cytosol and from cytosol to extracellular space, and cellular export of hemin, and heme. Xenobiotic transporter that may play an important role in the exclusion of xenobiotics from the brain. Appears to play a major role in the multidrug resistance phenotype of several cancer cell lines. Implicated in the efflux of numerous drugs a [...] 
148	ELOVL4	9606.ENSP00000358831	ELOVL4	Elongation of very long chain fatty acids protein 4; Catalyzes the first and rate-limiting reaction of the four that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids/VLCFAs per cycle. Condensing enzyme that specifically elongates C24:0 and C26:0 acyl-CoAs. May participate in the production of saturated and monounsaturated VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and  [...] 
149	GPD1	9606.ENSP00000301149	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic; Glycerol-3-phosphate dehydrogenase 1; Belongs to the NAD-dependent glycerol-3-phosphate dehydrogenase family
150	SEMA7A	9606.ENSP00000261918	SEMA7A	Semaphorin 7a (john milton hagen blood group); Semaphorin-7A; Plays an important role in integrin-mediated signaling and functions both in regulating cell migration and immune responses. Promotes formation of focal adhesion complexes, activation of the protein kinase PTK2/FAK1 and subsequent phosphorylation of MAPK1 and MAPK3. Promotes production of proinflammatory cytokines by monocytes and macrophages. Plays an important role in modulating inflammation and T-cell-mediated immune responses. Promotes axon growth in the embryonic olfactory bulb. Promotes attachment, spreading and dendri [...] 
151	PLPP3	9606.ENSP00000360296	PPAP2B	Phosphatidate phosphatase; Phospholipid phosphatase 3; Catalyzes the conversion of phosphatidic acid (PA) to diacylglycerol (DG). In addition it hydrolyzes lysophosphatidic acid (LPA), ceramide-1-phosphate (C-1-P) and sphingosine-1- phosphate (S-1-P). The relative catalytic efficiency is LPA = PA > C-1-P > S-1-P. May be involved in cell adhesion and in cell-cell interactions
152	LMNA	9606.ENSP00000357283	LMNA	Prelamin-A/C; Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin. Lamin A and C are present in equal amounts in the lamina of mammals. Plays an important role in nuclear assembly, chromatin organization, nuclear membrane and telomere dynamics. Required for normal development of peripheral nervous system and skeletal muscle and for muscle satellite cell proliferation. Required for osteoblastogenesis and bone formation. A [...] 
153	METTL26	9606.ENSP00000440765	C16orf13	Methyltransferase-like 26; Chromosome 16 open reading frame 13
154	SYNJ2	9606.ENSP00000347792	SYNJ2	Synaptojanin-2; Inositol 5-phosphatase which may be involved in distinct membrane trafficking and signal transduction pathways. May mediate the inhibitory effect of Rac1 on endocytosis; Belongs to the synaptojanin family
155	PLAU	9606.ENSP00000361850	PLAU	Urokinase-type plasminogen activator; Specifically cleaves the zymogen plasminogen to form the active enzyme plasmin
156	MCOLN2	9606.ENSP00000359640	MCOLN2	Mucolipin-2; Nonselective cation channel probably playing a role in the regulation of membrane trafficking events. Acts as Ca(2+)- permeable cation channel with inwardly rectifying activity. May activate ARF6 and be involved in the trafficking of GPI-anchored cargo proteins to the cell surface via the ARF6-regulated recycling pathway. May play a role in immune processes. In adaptive immunity, TRPML2 and TRPML1 may play redundant roles in the function of the specialized lysosomes of B cells (By similarity). In the innate immune response, may play a role in the regulation of chemokine se [...] 
157	FABP3	9606.ENSP00000362817	FABP3	Fatty acid-binding protein, heart; FABP are thought to play a role in the intracellular transport of long-chain fatty acids and their acyl-CoA esters; Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family
158	CAMK1	9606.ENSP00000256460	CAMK1	Calcium/calmodulin-dependent protein kinase type 1; Calcium/calmodulin-dependent protein kinase that operates in the calcium-triggered CaMKK-CaMK1 signaling cascade and, upon calcium influx, regulates transcription activators activity, cell cycle, hormone production, cell differentiation, actin filament organization and neurite outgrowth. Recognizes the substrate consensus sequence [MVLIF]-x-R-x(2)-[ST]-x(3)-[MVLIF]. Regulates axonal extension and growth cone motility in hippocampal and cerebellar nerve cells. Upon NMDA receptor-mediated Ca(2+) elevation, promotes dendritic growth in h [...] 
159	MAP4	9606.ENSP00000353375	MAP4	Microtubule-associated protein 4; Non-neuronal microtubule-associated protein. Promotes microtubule assembly
160	HINT2	9606.ENSP00000259667	HINT2	Histidine triad nucleotide-binding protein 2, mitochondrial; Hydrolase probably involved in steroid biosynthesis. May play a role in apoptosis. Has adenosine phosphoramidase activity; Belongs to the HINT family
161	YIPF5	9606.ENSP00000274496	YIPF5	Protein YIPF5; Plays a role in transport between endoplasmic reticulum and Golgi; Yip1 domain containing
162	GNA12	9606.ENSP00000275364	GNA12	Guanine nucleotide-binding protein subunit alpha-12; Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. Activates effector molecule RhoA by binding and activating RhoGEFs (ARHGEF12/LARG). GNA12-dependent Rho signaling subsequently regulates transcription factor AP-1 (activating protein-1) (By similarity). GNA12-dependent Rho signaling also regulates protein phosphatese 2A activation causing dephosphorylation of its target proteins. Promotes tumor cell invasion and metastasis by activating RhoA/ROCK sign [...] 
163	NDRG3	9606.ENSP00000345292	NDRG3	Protein NDRG3; NDRG family member 3; Belongs to the NDRG family
164	TRAPPC6A	9606.ENSP00000006275	TRAPPC6A	Trafficking protein particle complex subunit 6A; May play a role in vesicular transport during the biogenesis of melanosomes; Trafficking protein particle complex
165	SEMA4D	9606.ENSP00000416523	SEMA4D	Semaphorin-4D; Cell surface receptor for PLXN1B and PLXNB2 that plays an important role in cell-cell signaling. Promotes reorganization of the actin cytoskeleton and plays a role in axonal growth cone guidance in the developing central nervous system. Regulates dendrite and axon branching and morphogenesis. Promotes the migration of cerebellar granule cells and of endothelial cells. Plays a role in the immune system; induces B-cells to aggregate and improves their viability (in vitro). Promotes signaling via SRC and PTK2B/PYK2, which then mediates activation of phosphatidylinositol 3-k [...] 
166	PSTPIP2	9606.ENSP00000387261	PSTPIP2	Proline-serine-threonine phosphatase-interacting protein 2; Binds to F-actin. May be involved in regulation of the actin cytoskeleton (By similarity); F-BAR domain containing
167	BBS9	9606.ENSP00000242067	BBS9	Bardet-biedl syndrome 9 protein; Protein PTHB1; The BBSome complex is thought to function as a coat complex required for sorting of specific membrane proteins to the primary cilia. The BBSome complex is required for ciliogenesis but is dispensable for centriolar satellite function. This ciliogenic function is mediated in part by the Rab8 GDP/GTP exchange factor, which localizes to the basal body and contacts the BBSome. Rab8(GTP) enters the primary cilium and promotes extension of the ciliary membrane. Firstly the BBSome associates with the ciliary membrane and binds to RAB3IP/Rabin8,  [...] 
168	CCL5	9606.ENSP00000474412	CCL5	C-C motif chemokine 5; Chemoattractant for blood monocytes, memory T-helper cells and eosinophils. Causes the release of histamine from basophils and activates eosinophils. May activate several chemokine receptors including CCR1, CCR3, CCR4 and CCR5. One of the major HIV-suppressive factors produced by CD8+ T-cells. Recombinant RANTES protein induces a dose-dependent inhibition of different strains of HIV-1, HIV-2, and simian immunodeficiency virus (SIV). The processed form RANTES(3-68) acts as a natural chemotaxis inhibitor and is a more potent inhibitor of HIV-1- infection. The secon [...] 
169	NPRL3	9606.ENSP00000483814	NPRL3	Nitrogen permease regulator 3-like protein; GATOR complex protein NPRL3; As a component of the GATOR1 complex functions as an inhibitor of the amino acid-sensing branch of the TORC1 pathway. The GATOR1 complex strongly increases GTP hydrolysis by RRAGA and RRAGB within RRAGC-containing heterodimers, thereby deactivating RRAGs, releasing mTORC1 from lysosomal surface and inhibiting mTORC1 signaling. The GATOR1 complex is negatively regulated by GATOR2 the other GATOR subcomplex in this amino acid-sensing branch of the TORC1 pathway; Belongs to the NPR3 family
170	GBP1	9606.ENSP00000359504	GBP1	Guanylate-binding protein 1/3/4/7; Guanylate-binding protein 1; Hydrolyzes GTP to GMP in 2 consecutive cleavage reactions. Exhibits antiviral activity against influenza virus. Promote oxidative killing and deliver antimicrobial peptides to autophagolysosomes, providing broad host protection against different pathogen classes
171	PRMT9	9606.ENSP00000314396	PRMT9	Protein arginine N-methyltransferase 9; Arginine methyltransferase that can both catalyze the formation of omega-N monomethylarginine (MMA) and symmetrical dimethylarginine (sDMA). Specifically mediates the symmetrical dimethylation of SF3B2. Involved in the regulation of alternative splicing of pre-mRNA; Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family
172	GSTK1	9606.ENSP00000431049	GSTK1	Glutathione s-transferase kappa 1; Soluble glutathione S-transferases
173	CXCR6	9606.ENSP00000395704	CXCR6	C-X-C chemokine receptor type 6; Receptor for the C-X-C chemokine CXCL16. Used as a coreceptor by SIVs and by strains of HIV-2 and m-tropic HIV-1
174	C8orf82	9606.ENSP00000436621	C8orf82	UPF0598 protein C8orf82; Chromosome 8 open reading frame 82
175	ITGAV	9606.ENSP00000261023	ITGAV	Integrin alpha-V; The alpha-V (ITGAV) integrins are receptors for vitronectin, cytotactin, fibronectin, fibrinogen, laminin, matrix metalloproteinase-2, osteopontin, osteomodulin, prothrombin, thrombospondin and vWF. They recognize the sequence R-G-D in a wide array of ligands. ITGAV:ITGB3 binds to fractalkine (CX3CL1) and may act as its coreceptor in CX3CR1-dependent fractalkine signaling. ITGAV:ITGB3 binds to NRG1 (via EGF domain) and this binding is essential for NRG1-ERBB signaling. ITGAV:ITGB3 binds to FGF1 and this binding is essential for FGF1 signaling. ITGAV:ITGB3 binds to IGF [...] 
176	PSME2	9606.ENSP00000216802	PSME2	Proteasome activator subunit 2 (pa28 beta); Proteasome activator complex subunit 2; Implicated in immunoproteasome assembly and required for efficient antigen processing. The PA28 activator complex enhances the generation of class I binding peptides by altering the cleavage pattern of the proteasome
177	CFB	9606.ENSP00000416561	CFB	Complement factor B; Factor B which is part of the alternate pathway of the complement system is cleaved by factor D into 2 fragments: Ba and Bb. Bb, a serine protease, then combines with complement factor 3b to generate the C3 or C5 convertase. It has also been implicated in proliferation and differentiation of preactivated B- lymphocytes, rapid spreading of peripheral blood monocytes, stimulation of lymphocyte blastogenesis and lysis of erythrocytes. Ba inhibits the proliferation of preactivated B-lymphocytes; Belongs to the peptidase S1 family
178	ANXA4	9606.ENSP00000377833	ANXA4	Annexin A4; Calcium/phospholipid-binding protein which promotes membrane fusion and is involved in exocytosis; Annexins
179	C1S	9606.ENSP00000385035	C1S	Complement C1s subcomponent; C1s B chain is a serine protease that combines with C1q and C1r to form C1, the first component of the classical pathway of the complement system. C1r activates C1s so that it can, in turn, activate C2 and C4
180	SLCO4A1	9606.ENSP00000217159	SLCO4A1	Solute carrier organic anion transporter family member 4A1; Mediates the Na(+)-independent transport of organic anions such as the thyroid hormones T3 (triiodo-L-thyronine), T4 (thyroxine) and rT3, and of estrone-3-sulfate and taurocholate; Belongs to the organo anion transporter (TC 2.A.60) family
181	DNAJB5	9606.ENSP00000404079	DNAJB5	DnaJ heat shock protein family member B5
182	TNFSF10	9606.ENSP00000241261	TNFSF10	Tumor necrosis factor ligand superfamily member 10; Cytokine that binds to TNFRSF10A/TRAILR1, TNFRSF10B/TRAILR2, TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4 and possibly also to TNFRSF11B/OPG. Induces apoptosis. Its activity may be modulated by binding to the decoy receptors TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4 and TNFRSF11B/OPG that cannot induce apoptosis; CD molecules
183	GBP1	9606.ENSP00000359504	GBP1	Guanylate-binding protein 1/3/4/7; Guanylate-binding protein 1; Hydrolyzes GTP to GMP in 2 consecutive cleavage reactions. Exhibits antiviral activity against influenza virus. Promote oxidative killing and deliver antimicrobial peptides to autophagolysosomes, providing broad host protection against different pathogen classes
