#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CXCR6	S1PR1	9606.ENSP00000395704	9606.ENSP00000305416	0	0	0	0	0.088	0	0	0.503	0.527
CXCR6	GRK5	9606.ENSP00000395704	9606.ENSP00000376609	0	0	0	0	0	0	0.600	0	0.600
DACH1	TBX2	9606.ENSP00000482245	9606.ENSP00000240328	0	0	0	0	0.062	0.397	0	0.187	0.500
DACH1	PIP5K1B	9606.ENSP00000482245	9606.ENSP00000265382	0	0	0	0	0	0	0	0.401	0.401
DLC1	TNS1	9606.ENSP00000276297	9606.ENSP00000171887	0	0	0	0	0.109	0.270	0	0.968	0.977
DLC1	GPM6B	9606.ENSP00000276297	9606.ENSP00000316861	0	0	0	0	0	0	0	0.642	0.642
DNAJB5	GSPT1	9606.ENSP00000404079	9606.ENSP00000398131	0	0	0	0	0.062	0.242	0	0.295	0.454
DUOX1	GPX3	9606.ENSP00000317997	9606.ENSP00000373477	0	0	0	0	0	0	0	0.417	0.417
EDNRB	GNA12	9606.ENSP00000366416	9606.ENSP00000275364	0	0	0	0	0	0.151	0.600	0.131	0.679
EIF4E	GSPT1	9606.ENSP00000425561	9606.ENSP00000398131	0	0	0	0	0.146	0.140	0	0.473	0.579
EMCN	LYVE1	9606.ENSP00000296420	9606.ENSP00000256178	0	0	0	0	0.180	0	0	0.541	0.608
EMCN	VWF	9606.ENSP00000296420	9606.ENSP00000261405	0	0	0	0	0.232	0	0	0.284	0.426
EMCN	TEK	9606.ENSP00000296420	9606.ENSP00000369375	0	0	0	0	0.214	0	0	0.474	0.569
EMCN	PECAM1	9606.ENSP00000296420	9606.ENSP00000457421	0	0	0	0	0.135	0	0	0.697	0.727
ENG	TGFBR3	9606.ENSP00000362299	9606.ENSP00000212355	0	0	0	0.577	0.062	0.213	0	0.857	0.507
ENG	SERPINE1	9606.ENSP00000362299	9606.ENSP00000223095	0	0	0	0	0.124	0	0	0.476	0.521
ENG	FABP4	9606.ENSP00000362299	9606.ENSP00000256104	0	0	0	0	0.087	0	0	0.464	0.489
ENG	LYVE1	9606.ENSP00000362299	9606.ENSP00000256178	0	0	0	0	0.097	0	0	0.413	0.447
ENG	ITGAV	9606.ENSP00000362299	9606.ENSP00000261023	0	0	0	0	0.083	0.101	0	0.600	0.641
ENG	VWF	9606.ENSP00000362299	9606.ENSP00000261405	0	0	0	0	0.156	0	0	0.691	0.728
ENG	PPARG	9606.ENSP00000362299	9606.ENSP00000287820	0	0	0	0	0.060	0	0	0.513	0.522
ENG	ITGA5	9606.ENSP00000362299	9606.ENSP00000293379	0	0	0	0	0.174	0.345	0	0.573	0.749
ENG	LPL	9606.ENSP00000362299	9606.ENSP00000309757	0	0	0	0	0.060	0	0	0.390	0.402
ENG	ITGAL	9606.ENSP00000362299	9606.ENSP00000349252	0	0	0	0	0.053	0.061	0	0.383	0.403
ENG	TIE1	9606.ENSP00000362299	9606.ENSP00000361554	0	0	0	0	0.100	0	0	0.408	0.444
ENG	SPP1	9606.ENSP00000362299	9606.ENSP00000378517	0	0	0	0	0	0	0	0.605	0.605
ENG	TEK	9606.ENSP00000362299	9606.ENSP00000369375	0	0	0	0	0.110	0	0	0.626	0.653
ENG	PECAM1	9606.ENSP00000362299	9606.ENSP00000457421	0	0	0	0	0.097	0	0	0.875	0.883
EPAS1	SERPINE1	9606.ENSP00000263734	9606.ENSP00000223095	0	0	0	0	0.111	0	0	0.398	0.442
EPAS1	TEK	9606.ENSP00000263734	9606.ENSP00000369375	0	0	0	0	0.110	0	0	0.378	0.424
EPAS1	GATA2	9606.ENSP00000263734	9606.ENSP00000345681	0	0	0	0	0.076	0	0	0.415	0.437
EPAS1	SPP1	9606.ENSP00000263734	9606.ENSP00000378517	0	0	0	0	0.070	0.192	0	0.323	0.446
EPAS1	PPARG	9606.ENSP00000263734	9606.ENSP00000287820	0	0	0	0	0.073	0.108	0	0.414	0.474
EPAS1	HEG1	9606.ENSP00000263734	9606.ENSP00000311502	0	0	0	0	0.118	0	0	0.510	0.550
ERG	LMO2	9606.ENSP00000414150	9606.ENSP00000257818	0	0	0	0	0.111	0.282	0	0.348	0.547
EXOSC7	PSME2	9606.ENSP00000265564	9606.ENSP00000216802	0	0	0	0	0.082	0	0	0.670	0.684
FABP4	SERPINE1	9606.ENSP00000256104	9606.ENSP00000223095	0	0	0	0	0.062	0	0	0.393	0.406
FABP4	NME1	9606.ENSP00000256104	9606.ENSP00000337060	0	0	0	0	0.063	0.344	0	0.110	0.405
FABP4	NME1-NME2	9606.ENSP00000256104	9606.ENSP00000376886	0	0	0	0	0.063	0.344	0	0.128	0.417
FABP4	LEPR	9606.ENSP00000256104	9606.ENSP00000330393	0	0	0	0	0	0	0	0.452	0.452
FABP4	SPP1	9606.ENSP00000256104	9606.ENSP00000378517	0	0	0	0	0	0	0	0.473	0.473
FABP4	PECAM1	9606.ENSP00000256104	9606.ENSP00000457421	0	0	0	0	0.096	0	0	0.455	0.486
FABP4	PLIN2	9606.ENSP00000256104	9606.ENSP00000276914	0	0	0	0	0.062	0	0	0.621	0.629
FABP4	LPL	9606.ENSP00000256104	9606.ENSP00000309757	0	0	0	0	0.187	0	0	0.814	0.842
FABP4	MED14	9606.ENSP00000256104	9606.ENSP00000323720	0	0	0	0	0	0	0.900	0.096	0.905
FABP4	PPARG	9606.ENSP00000256104	9606.ENSP00000287820	0	0	0	0	0.088	0.064	0.900	0.956	0.995
FAM107A	GPM6A	9606.ENSP00000419124	9606.ENSP00000280187	0	0	0	0	0.399	0	0	0.330	0.580
FAM107A	FAM43A	9606.ENSP00000419124	9606.ENSP00000371397	0	0	0	0	0	0	0	0.444	0.444
FARS2	SPAG9	9606.ENSP00000316335	9606.ENSP00000262013	0	0	0	0	0	0	0	0.517	0.517
FBLN5	SERPINE1	9606.ENSP00000345008	9606.ENSP00000223095	0	0	0	0	0.090	0	0	0.454	0.482
FBLN5	PLAU	9606.ENSP00000345008	9606.ENSP00000361850	0	0	0	0	0.062	0.056	0	0.705	0.716
FBLN5	MFAP4	9606.ENSP00000345008	9606.ENSP00000378957	0	0	0	0	0.217	0.104	0.600	0.527	0.849
FCN1	FCN3	9606.ENSP00000360871	9606.ENSP00000270879	0	0	0	0.929	0	0	0.500	0.887	0.531
FGFR1	TGFBR3	9606.ENSP00000393312	9606.ENSP00000212355	0	0	0	0	0	0.270	0	0.307	0.472
FGFR1	PIK3R2	9606.ENSP00000393312	9606.ENSP00000222254	0	0	0	0	0	0.309	0.800	0.240	0.885
FGFR1	FGFR4	9606.ENSP00000393312	9606.ENSP00000292408	0	0	0	0.956	0	0	0.500	0.982	0.521
FGFR1	FIGF	9606.ENSP00000393312	9606.ENSP00000297904	0	0	0	0	0	0.060	0.600	0.322	0.722
FGFR1	TACC1	9606.ENSP00000393312	9606.ENSP00000321703	0	0	0	0	0.062	0	0	0.623	0.631
FGFR1	PECAM1	9606.ENSP00000393312	9606.ENSP00000457421	0	0	0	0	0	0	0	0.442	0.442
FGFR4	PIK3R2	9606.ENSP00000292408	9606.ENSP00000222254	0	0	0	0	0	0.181	0.600	0.066	0.667
FGFR4	P2RY1	9606.ENSP00000292408	9606.ENSP00000304767	0	0	0	0	0	0	0	0.640	0.640
FGFR4	FIGF	9606.ENSP00000292408	9606.ENSP00000297904	0	0	0	0	0	0.060	0.600	0.190	0.668
FHL1	GEM	9606.ENSP00000377710	9606.ENSP00000297596	0	0	0	0	0	0.136	0	0.408	0.467
FHL1	RBPJ	9606.ENSP00000377710	9606.ENSP00000345206	0	0	0	0	0	0.929	0	0.968	0.997
FIGF	LYVE1	9606.ENSP00000297904	9606.ENSP00000256178	0	0	0	0	0.077	0	0	0.818	0.825
FIGF	ITGA5	9606.ENSP00000297904	9606.ENSP00000293379	0	0	0	0	0	0	0.900	0.156	0.912
FIGF	TIE1	9606.ENSP00000297904	9606.ENSP00000361554	0	0	0	0	0	0.060	0	0.507	0.517
FIGF	PECAM1	9606.ENSP00000297904	9606.ENSP00000457421	0	0	0	0	0	0	0	0.588	0.588
FIGF	TEK	9606.ENSP00000297904	9606.ENSP00000369375	0	0	0	0	0	0.060	0.600	0.618	0.844
FOXF1	TBX2	9606.ENSP00000262426	9606.ENSP00000240328	0	0	0	0	0.213	0.062	0	0.284	0.425
FOXF1	GATA2	9606.ENSP00000262426	9606.ENSP00000345681	0	0	0	0	0.076	0.149	0	0.351	0.445
GABBR1	RAMP3	9606.ENSP00000366233	9606.ENSP00000242249	0	0	0	0	0.069	0	0.720	0.087	0.741
GABBR1	RAMP2	9606.ENSP00000366233	9606.ENSP00000253796	0	0	0	0	0.060	0	0.720	0.188	0.767
GABBR1	PDZD2	9606.ENSP00000366233	9606.ENSP00000402033	0	0	0	0	0.065	0	0	0.663	0.672
GATA2	HOXA5	9606.ENSP00000345681	9606.ENSP00000222726	0	0	0	0	0.090	0.128	0	0.389	0.473
GATA2	KLF2	9606.ENSP00000345681	9606.ENSP00000248071	0	0	0	0	0.049	0.078	0	0.467	0.492
GATA2	LMO2	9606.ENSP00000345681	9606.ENSP00000257818	0	0	0	0	0.062	0.327	0.600	0.928	0.979
GATA2	PPARG	9606.ENSP00000345681	9606.ENSP00000287820	0	0	0	0	0	0.070	0	0.452	0.468
GATA2	TAL1	9606.ENSP00000345681	9606.ENSP00000294339	0	0	0	0	0.089	0.222	0.800	0.984	0.997
GATA2	LDB2	9606.ENSP00000345681	9606.ENSP00000306772	0	0	0	0	0.049	0.245	0	0.695	0.762
GATA2	RBPJ	9606.ENSP00000345681	9606.ENSP00000345206	0	0	0	0	0.066	0.171	0	0.332	0.438
GATA2	PECAM1	9606.ENSP00000345681	9606.ENSP00000457421	0	0	0	0	0	0	0	0.475	0.475
GATA2	TEK	9606.ENSP00000345681	9606.ENSP00000369375	0	0	0	0	0.062	0	0	0.481	0.492
GEM	SYNJ2	9606.ENSP00000297596	9606.ENSP00000347792	0	0	0	0	0.062	0.088	0	0.447	0.485
GIMAP5	TMEM204	9606.ENSP00000477920	9606.ENSP00000454945	0	0	0	0	0.552	0	0	0.049	0.555
GNA12	S1PR1	9606.ENSP00000275364	9606.ENSP00000305416	0	0	0	0	0.062	0	0	0.465	0.477
GPM6A	UPK3B	9606.ENSP00000280187	9606.ENSP00000257632	0	0	0	0	0.063	0	0	0.436	0.449
GPM6B	SYN1	9606.ENSP00000316861	9606.ENSP00000295987	0	0	0	0	0.183	0	0	0.522	0.593
GPM6B	NTNG2	9606.ENSP00000316861	9606.ENSP00000376921	0	0	0	0	0	0	0	0.720	0.720
GPRC5A	RAMP3	9606.ENSP00000014914	9606.ENSP00000242249	0	0	0	0	0	0	0	0.450	0.450
GPX3	GSTK1	9606.ENSP00000373477	9606.ENSP00000431049	0.069	0	0	0	0.062	0	0	0.370	0.402
GSPT1	PAICS	9606.ENSP00000398131	9606.ENSP00000382595	0	0	0	0	0.129	0.121	0	0.502	0.585
HEG1	RASIP1	9606.ENSP00000311502	9606.ENSP00000222145	0	0	0	0	0	0	0	0.715	0.715
HINT2	PAICS	9606.ENSP00000259667	9606.ENSP00000382595	0.155	0	0	0	0	0.343	0	0	0.421
HMGB3	METTL7A	9606.ENSP00000359393	9606.ENSP00000448785	0	0	0	0	0	0.057	0	0.397	0.407
HOXA5	PECAM1	9606.ENSP00000222726	9606.ENSP00000457421	0	0	0	0	0	0	0	0.447	0.447
IL21R	KLF2	9606.ENSP00000338010	9606.ENSP00000248071	0	0	0	0	0	0	0	0.412	0.412
INPP4B	PIK3R2	9606.ENSP00000425487	9606.ENSP00000222254	0	0	0	0	0	0	0.900	0.374	0.934
INPP4B	SYNJ2	9606.ENSP00000425487	9606.ENSP00000347792	0	0	0	0	0.062	0	0.900	0.255	0.924
ITGA5	SERPINE1	9606.ENSP00000293379	9606.ENSP00000223095	0	0	0	0	0.226	0	0	0.371	0.492
ITGA5	ITGAV	9606.ENSP00000293379	9606.ENSP00000261023	0	0	0	0.932	0.099	0	0.900	0.759	0.910
ITGA5	VWF	9606.ENSP00000293379	9606.ENSP00000261405	0	0	0	0	0.062	0	0.600	0.341	0.731
ITGA5	TNXB	9606.ENSP00000293379	9606.ENSP00000407685	0	0	0	0	0	0.056	0.600	0.066	0.616
ITGA5	PECAM1	9606.ENSP00000293379	9606.ENSP00000457421	0	0	0	0	0.062	0.213	0	0.529	0.621
ITGA5	SPP1	9606.ENSP00000293379	9606.ENSP00000378517	0	0	0	0	0.063	0.213	0.600	0.421	0.806
ITGA5	JAM2	9606.ENSP00000293379	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.054	0.901
ITGA5	ITGAL	9606.ENSP00000293379	9606.ENSP00000349252	0	0	0	0.573	0.062	0	0.900	0.565	0.925
ITGA5	TEK	9606.ENSP00000293379	9606.ENSP00000369375	0	0	0	0	0	0	0.900	0.308	0.927
ITGA5	PLAU	9606.ENSP00000293379	9606.ENSP00000361850	0	0	0	0	0.180	0	0.900	0.415	0.947
ITGAL	ITGAV	9606.ENSP00000349252	9606.ENSP00000261023	0	0	0	0.560	0.053	0	0.900	0.469	0.920
ITGAL	PECAM1	9606.ENSP00000349252	9606.ENSP00000457421	0	0	0	0	0.139	0	0	0.566	0.610
ITGAL	JAM2	9606.ENSP00000349252	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.178	0.914
ITGAV	SERPINE1	9606.ENSP00000261023	9606.ENSP00000223095	0	0	0	0	0.076	0	0.900	0.364	0.936
ITGAV	LIMS1	9606.ENSP00000261023	9606.ENSP00000446121	0	0	0	0	0.063	0	0	0.388	0.402
ITGAV	PTPRB	9606.ENSP00000261023	9606.ENSP00000334928	0	0	0	0	0.066	0.126	0	0.450	0.512
ITGAV	TNXB	9606.ENSP00000261023	9606.ENSP00000407685	0	0	0	0	0	0.056	0.800	0.044	0.803
ITGAV	SPHK1	9606.ENSP00000261023	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.071	0.903
ITGAV	JAM2	9606.ENSP00000261023	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.093	0.905
ITGAV	PLAU	9606.ENSP00000261023	9606.ENSP00000361850	0	0	0	0	0.070	0	0.900	0.306	0.929
ITGAV	VWF	9606.ENSP00000261023	9606.ENSP00000261405	0	0	0	0	0.062	0.297	0.800	0.599	0.940
ITGAV	PECAM1	9606.ENSP00000261023	9606.ENSP00000457421	0	0	0	0	0	0	0.900	0.622	0.960
ITGAV	SPP1	9606.ENSP00000261023	9606.ENSP00000378517	0	0	0	0	0.077	0.462	0.900	0.986	0.999
KDELR2	TPM3	9606.ENSP00000258739	9606.ENSP00000357516	0	0	0	0	0	0	0	0.576	0.576
KDELR2	SPTBN1	9606.ENSP00000258739	9606.ENSP00000349259	0	0	0	0	0	0	0.600	0	0.600
KLF2	VWF	9606.ENSP00000248071	9606.ENSP00000261405	0	0	0	0	0.131	0.056	0	0.335	0.407
KLF2	TEK	9606.ENSP00000248071	9606.ENSP00000369375	0	0	0	0	0.081	0.061	0	0.380	0.418
KLF2	PPAP2B	9606.ENSP00000248071	9606.ENSP00000360296	0	0	0	0	0	0.057	0	0.439	0.449
KLF2	PPARG	9606.ENSP00000248071	9606.ENSP00000287820	0	0	0	0	0	0.076	0	0.459	0.478
KLF2	PECAM1	9606.ENSP00000248071	9606.ENSP00000457421	0	0	0	0	0.088	0.056	0	0.490	0.523
KLF2	THBD	9606.ENSP00000248071	9606.ENSP00000366307	0	0	0	0	0.107	0	0	0.588	0.617
KLF2	S1PR1	9606.ENSP00000248071	9606.ENSP00000305416	0	0	0	0	0.161	0	0	0.710	0.746
LDB2	LMO2	9606.ENSP00000306772	9606.ENSP00000257818	0	0	0	0	0	0.255	0	0.990	0.992
LDB2	TAL1	9606.ENSP00000306772	9606.ENSP00000294339	0	0	0	0	0	0.116	0	0.929	0.935
LEPR	PPARG	9606.ENSP00000330393	9606.ENSP00000287820	0	0	0	0	0	0	0	0.669	0.669
LEPR	LPL	9606.ENSP00000330393	9606.ENSP00000309757	0	0	0	0	0	0	0	0.478	0.478
LGMN	PSME2	9606.ENSP00000376911	9606.ENSP00000216802	0	0	0	0	0.062	0	0	0.477	0.489
LGMN	NME1	9606.ENSP00000376911	9606.ENSP00000337060	0	0	0	0	0.062	0	0	0.487	0.498
LIMS1	TNS1	9606.ENSP00000446121	9606.ENSP00000171887	0	0	0	0	0.063	0.057	0.900	0.430	0.942
LIMS1	LIMS2	9606.ENSP00000446121	9606.ENSP00000326888	0	0	0	0.979	0	0	0.900	0.827	0.901
LMNA	VWF	9606.ENSP00000357283	9606.ENSP00000261405	0	0	0	0	0	0	0.600	0.149	0.645
LMNA	PPARG	9606.ENSP00000357283	9606.ENSP00000287820	0	0	0	0	0.062	0.067	0	0.535	0.557
LMNA	PRKCB	9606.ENSP00000357283	9606.ENSP00000305355	0	0	0	0	0.062	0.057	0.900	0.070	0.906
LMNA	QKI	9606.ENSP00000357283	9606.ENSP00000355094	0	0	0	0	0	0	0.600	0	0.600
LMNA	TPM3	9606.ENSP00000357283	9606.ENSP00000357516	0	0	0	0	0.066	0	0	0.448	0.462
LMO2	PECAM1	9606.ENSP00000257818	9606.ENSP00000457421	0	0	0	0	0.125	0	0	0.366	0.422
LMO2	TEK	9606.ENSP00000257818	9606.ENSP00000369375	0	0	0	0	0.062	0.057	0	0.427	0.449
LMO2	TAL1	9606.ENSP00000257818	9606.ENSP00000294339	0	0	0	0	0.661	0.954	0.600	0.992	0.999
LPHN2	WIF1	9606.ENSP00000322270	9606.ENSP00000286574	0	0	0	0	0.066	0.603	0	0.070	0.625
LPL	SERPINE1	9606.ENSP00000309757	9606.ENSP00000223095	0	0	0	0	0	0	0	0.455	0.455
LPL	VWF	9606.ENSP00000309757	9606.ENSP00000261405	0	0	0	0	0.139	0	0	0.425	0.484
LPL	PLIN2	9606.ENSP00000309757	9606.ENSP00000276914	0	0	0	0	0	0	0	0.513	0.513
LPL	PPARG	9606.ENSP00000309757	9606.ENSP00000287820	0	0	0	0	0.062	0	0.900	0.851	0.984
LPL	SPP1	9606.ENSP00000309757	9606.ENSP00000378517	0	0	0	0	0.088	0	0	0.513	0.537
LPL	PPAP2C	9606.ENSP00000309757	9606.ENSP00000329697	0	0	0	0	0	0	0.900	0	0.900
LPL	MED14	9606.ENSP00000309757	9606.ENSP00000323720	0	0	0	0	0	0	0.900	0	0.900
LPL	PPAP2B	9606.ENSP00000309757	9606.ENSP00000360296	0	0	0	0	0	0	0.900	0.074	0.903
LRRC32	VWF	9606.ENSP00000384126	9606.ENSP00000261405	0	0	0	0	0.284	0.139	0	0.183	0.452
LRRC32	RGS16	9606.ENSP00000384126	9606.ENSP00000356529	0	0	0	0	0	0.056	0	0.452	0.460
LRRN3	SASH1	9606.ENSP00000397312	9606.ENSP00000356437	0	0	0	0	0	0	0	0.517	0.517
LYVE1	TIE1	9606.ENSP00000256178	9606.ENSP00000361554	0	0	0	0	0.118	0	0	0.408	0.456
LYVE1	SPP1	9606.ENSP00000256178	9606.ENSP00000378517	0	0	0	0	0.076	0	0	0.649	0.662
LYVE1	TEK	9606.ENSP00000256178	9606.ENSP00000369375	0	0	0	0	0.179	0	0	0.628	0.682
LYVE1	VWF	9606.ENSP00000256178	9606.ENSP00000261405	0	0	0	0	0.349	0	0	0.548	0.693
LYVE1	PECAM1	9606.ENSP00000256178	9606.ENSP00000457421	0	0	0	0	0.139	0	0	0.856	0.871
MAP3K8	PLAU	9606.ENSP00000263056	9606.ENSP00000361850	0	0	0	0	0.062	0	0	0.396	0.409
MED14	PPARG	9606.ENSP00000323720	9606.ENSP00000287820	0	0	0	0	0	0.345	0.600	0.858	0.959
MED14	VDR	9606.ENSP00000323720	9606.ENSP00000447173	0	0	0	0	0	0.695	0	0.222	0.753
METTL7A	PLIN2	9606.ENSP00000448785	9606.ENSP00000276914	0	0	0	0	0	0	0	0.451	0.451
MIF	SPP1	9606.ENSP00000215754	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.391	0.404
MIF	SERPINE1	9606.ENSP00000215754	9606.ENSP00000223095	0	0	0	0	0	0	0	0.478	0.478
MIF	NME1	9606.ENSP00000215754	9606.ENSP00000337060	0	0	0	0	0.253	0.270	0	0.672	0.806
NME1	SORD	9606.ENSP00000337060	9606.ENSP00000267814	0	0	0	0	0.074	0.426	0	0.138	0.503
NME1	PAICS	9606.ENSP00000337060	9606.ENSP00000382595	0.044	0	0	0	0.554	0	0	0.101	0.583
NME1	NPR1	9606.ENSP00000337060	9606.ENSP00000357669	0	0	0	0	0	0	0.650	0	0.650
NME1	NME1-NME2	9606.ENSP00000337060	9606.ENSP00000376886	0	0	0.449	0.982	0.425	0.672	0.800	0.930	0.960
NME1-NME2	NPR1	9606.ENSP00000376886	9606.ENSP00000357669	0	0	0	0	0	0	0.650	0	0.650
NOTCH4	PSME2	9606.ENSP00000364163	9606.ENSP00000216802	0	0	0	0	0	0	0.900	0	0.900
NOTCH4	VWF	9606.ENSP00000364163	9606.ENSP00000261405	0	0	0	0	0.257	0.078	0	0.289	0.471
NOTCH4	RBPJ	9606.ENSP00000364163	9606.ENSP00000345206	0	0	0	0	0	0.354	0.800	0.886	0.984
NOTCH4	TNXB	9606.ENSP00000364163	9606.ENSP00000407685	0	0	0	0	0	0.104	0	0.405	0.444
NOTCH4	TEK	9606.ENSP00000364163	9606.ENSP00000369375	0	0	0	0	0.064	0.056	0	0.431	0.453
NOTCH4	PECAM1	9606.ENSP00000364163	9606.ENSP00000457421	0	0	0	0	0.105	0	0	0.443	0.480
NOTCH4	PSME1	9606.ENSP00000364163	9606.ENSP00000372155	0	0	0	0	0	0	0.900	0	0.900
NPR1	PDE2A	9606.ENSP00000357669	9606.ENSP00000334910	0	0	0	0	0.146	0.161	0.650	0.327	0.809
NPR1	SEMA5A	9606.ENSP00000357669	9606.ENSP00000371936	0	0	0	0	0	0.170	0	0.345	0.433
NPRL3	SESN1	9606.ENSP00000483814	9606.ENSP00000393762	0	0	0	0	0.065	0	0.600	0.646	0.856
NTNG2	SEMA7A	9606.ENSP00000376921	9606.ENSP00000261918	0	0	0	0	0.074	0.068	0	0.361	0.401
NTNG2	SYN1	9606.ENSP00000376921	9606.ENSP00000295987	0	0	0	0	0.108	0	0	0.486	0.522
NTNG2	SLIT3	9606.ENSP00000376921	9606.ENSP00000332164	0	0	0	0	0.064	0.167	0	0.464	0.545
NTNG2	SEMA5A	9606.ENSP00000376921	9606.ENSP00000371936	0	0	0	0	0	0.068	0	0.425	0.441
NTNG2	SLIT2	9606.ENSP00000376921	9606.ENSP00000422591	0	0	0	0	0.064	0.167	0	0.345	0.444
OLIG2	SYN1	9606.ENSP00000331040	9606.ENSP00000295987	0	0	0	0	0.232	0	0	0.362	0.489
OLR1	PPARG	9606.ENSP00000309124	9606.ENSP00000287820	0	0	0	0	0	0.076	0	0.470	0.489
P2RY1	VWF	9606.ENSP00000304767	9606.ENSP00000261405	0	0	0	0	0	0	0	0.476	0.476
PAICS	TFPI	9606.ENSP00000382595	9606.ENSP00000233156	0	0	0	0	0	0	0	0.457	0.457
PAICS	PVRL3	9606.ENSP00000382595	9606.ENSP00000418070	0	0	0	0	0	0	0	0.435	0.435
PALM2AKAP2	SYNM	9606.ENSP00000363654	9606.ENSP00000336775	0	0	0	0	0.098	0	0	0.363	0.401
PALM2AKAP2	PRKAR1A	9606.ENSP00000363654	9606.ENSP00000376475	0	0	0	0	0	0.679	0	0.154	0.717
PDE2A	PRKAR1A	9606.ENSP00000334910	9606.ENSP00000376475	0	0	0	0	0.146	0.101	0	0.338	0.448
PDE2A	RFX7	9606.ENSP00000334910	9606.ENSP00000453281	0	0	0	0	0	0	0	0.475	0.475
PECAM1	SERPINE1	9606.ENSP00000457421	9606.ENSP00000223095	0	0	0	0	0	0	0	0.533	0.533
PECAM1	VWF	9606.ENSP00000457421	9606.ENSP00000261405	0	0	0	0	0.175	0	0	0.893	0.908
PECAM1	PPARG	9606.ENSP00000457421	9606.ENSP00000287820	0	0	0	0	0	0	0	0.516	0.516
PECAM1	TAL1	9606.ENSP00000457421	9606.ENSP00000294339	0	0	0	0	0.088	0	0	0.429	0.457
PECAM1	S1PR1	9606.ENSP00000457421	9606.ENSP00000305416	0	0	0	0	0.097	0	0	0.371	0.407
PECAM1	SPHK1	9606.ENSP00000457421	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.701	0.968
PECAM1	SFTPC	9606.ENSP00000457421	9606.ENSP00000316152	0	0	0	0	0	0	0	0.449	0.449
PECAM1	PTPRB	9606.ENSP00000457421	9606.ENSP00000334928	0	0	0	0	0.087	0.184	0	0.339	0.465
PECAM1	TIE1	9606.ENSP00000457421	9606.ENSP00000361554	0	0	0	0	0.142	0	0	0.666	0.702
PECAM1	PLAU	9606.ENSP00000457421	9606.ENSP00000361850	0	0	0	0	0.062	0	0	0.391	0.404
PECAM1	THBD	9606.ENSP00000457421	9606.ENSP00000366307	0	0	0	0	0.084	0	0	0.538	0.559
PECAM1	TEK	9606.ENSP00000457421	9606.ENSP00000369375	0	0	0	0	0.065	0	0	0.857	0.861
PECAM1	SPP1	9606.ENSP00000457421	9606.ENSP00000378517	0	0	0	0	0	0	0	0.590	0.590
PIK3R2	TNS1	9606.ENSP00000222254	9606.ENSP00000171887	0	0	0	0	0.062	0.070	0	0.395	0.426
PIK3R2	SYNJ2	9606.ENSP00000222254	9606.ENSP00000347792	0	0	0	0	0.049	0	0.650	0.127	0.684
PIK3R2	TEK	9606.ENSP00000222254	9606.ENSP00000369375	0	0	0	0	0	0.181	0.600	0.150	0.697
PIK3R2	PIP5K1B	9606.ENSP00000222254	9606.ENSP00000265382	0	0	0	0	0.052	0	0.900	0.075	0.904
PIP5K1B	SYNJ2	9606.ENSP00000265382	9606.ENSP00000347792	0	0	0	0	0.065	0.104	0.800	0.462	0.897
PLAU	SERPINE1	9606.ENSP00000361850	9606.ENSP00000223095	0	0	0	0	0.214	0.976	0.900	0.989	0.999
PLAU	VWF	9606.ENSP00000361850	9606.ENSP00000261405	0	0	0	0	0	0	0	0.452	0.452
PLAU	SPP1	9606.ENSP00000361850	9606.ENSP00000378517	0	0	0	0	0.076	0.056	0	0.457	0.485
PLAU	THBD	9606.ENSP00000361850	9606.ENSP00000366307	0	0	0	0	0.098	0	0	0.519	0.548
PLIN2	PPARG	9606.ENSP00000276914	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.689	0.696
PLOD1	TNXB	9606.ENSP00000196061	9606.ENSP00000407685	0	0	0	0	0	0	0	0.563	0.563
PMEPA1	SKIL	9606.ENSP00000345826	9606.ENSP00000415243	0	0	0	0	0.062	0	0	0.455	0.466
PPAP2B	SPHK1	9606.ENSP00000360296	9606.ENSP00000313681	0.055	0	0	0	0	0.058	0.900	0.548	0.954
PPAP2B	PPAP2C	9606.ENSP00000360296	9606.ENSP00000329697	0	0	0	0.902	0	0.270	0.800	0.927	0.861
PPAP2C	SPHK1	9606.ENSP00000329697	9606.ENSP00000313681	0.055	0	0	0	0.049	0.058	0.900	0.288	0.928
PPARG	SERPINE1	9606.ENSP00000287820	9606.ENSP00000223095	0	0	0	0	0.060	0.058	0	0.609	0.624
PPARG	WFS1	9606.ENSP00000287820	9606.ENSP00000226760	0	0	0	0	0	0	0	0.518	0.518
PPARG	VDR	9606.ENSP00000287820	9606.ENSP00000447173	0	0	0	0.684	0	0.270	0	0.800	0.452
PPARG	SYN1	9606.ENSP00000287820	9606.ENSP00000295987	0	0	0	0	0	0	0	0.472	0.472
PPARG	SPP1	9606.ENSP00000287820	9606.ENSP00000378517	0	0	0	0	0	0	0	0.603	0.603
