#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EIF4E	VEGFA	9606.ENSP00000425561	9606.ENSP00000478570	0	0	0	0	0	0	0	0.556	0.556
EIF4E	ZFP36	9606.ENSP00000425561	9606.ENSP00000469647	0	0	0	0	0.080	0.254	0	0.436	0.579
EIF4E	HIF1A	9606.ENSP00000425561	9606.ENSP00000437955	0	0	0	0	0.063	0	0	0.581	0.591
ENG	TIMP1	9606.ENSP00000362299	9606.ENSP00000218388	0	0	0	0	0.098	0	0	0.414	0.448
ENG	SERPINE1	9606.ENSP00000362299	9606.ENSP00000223095	0	0	0	0	0.124	0	0	0.476	0.521
ENG	THBS1	9606.ENSP00000362299	9606.ENSP00000260356	0	0	0	0	0.077	0	0	0.422	0.443
ENG	ITGAV	9606.ENSP00000362299	9606.ENSP00000261023	0	0	0	0	0.083	0.101	0	0.600	0.641
ENG	PPARG	9606.ENSP00000362299	9606.ENSP00000287820	0	0	0	0	0.060	0	0	0.513	0.522
ENG	ITGA5	9606.ENSP00000362299	9606.ENSP00000293379	0	0	0	0	0.174	0.345	0	0.573	0.749
ENG	ITGAL	9606.ENSP00000362299	9606.ENSP00000349252	0	0	0	0	0.053	0.061	0	0.383	0.403
ENG	KLF4	9606.ENSP00000362299	9606.ENSP00000363804	0	0	0	0	0.085	0	0	0.469	0.493
ENG	HIF1A	9606.ENSP00000362299	9606.ENSP00000437955	0	0	0	0	0	0	0	0.518	0.518
ENG	VEGFA	9606.ENSP00000362299	9606.ENSP00000478570	0	0	0	0	0.080	0	0	0.759	0.768
FARS2	SPAG9	9606.ENSP00000316335	9606.ENSP00000262013	0	0	0	0	0	0	0	0.517	0.517
FCN1	TREM1	9606.ENSP00000360871	9606.ENSP00000244709	0	0	0	0	0.296	0	0	0.275	0.468
FCN1	FPR1	9606.ENSP00000360871	9606.ENSP00000471493	0	0	0	0	0.550	0	0	0.074	0.565
FGFR1	PIK3R2	9606.ENSP00000393312	9606.ENSP00000222254	0	0	0	0	0	0.309	0.800	0.240	0.885
FGFR1	H3F3B	9606.ENSP00000393312	9606.ENSP00000254810	0	0	0	0	0	0.273	0	0.459	0.589
FGFR1	HSP90AA1	9606.ENSP00000393312	9606.ENSP00000335153	0	0	0	0	0	0.442	0	0.322	0.605
FGFR1	NR4A2	9606.ENSP00000393312	9606.ENSP00000344479	0	0	0	0	0	0	0	0.703	0.703
FGFR1	IFNGR1	9606.ENSP00000393312	9606.ENSP00000356713	0	0	0	0	0	0.483	0	0.055	0.491
FGFR1	HSPA1A	9606.ENSP00000393312	9606.ENSP00000364802	0	0	0	0	0	0	0	0.448	0.448
FGFR1	HIF1A	9606.ENSP00000393312	9606.ENSP00000437955	0	0	0	0	0	0	0	0.434	0.434
FGFR1	VEGFA	9606.ENSP00000393312	9606.ENSP00000478570	0	0	0	0	0.049	0.059	0.600	0.656	0.860
FOS	PPP1R15A	9606.ENSP00000306245	9606.ENSP00000200453	0	0	0	0	0.242	0	0	0.299	0.446
FOS	TIMP1	9606.ENSP00000306245	9606.ENSP00000218388	0	0	0	0	0.062	0	0	0.490	0.501
FOS	SERPINE1	9606.ENSP00000306245	9606.ENSP00000223095	0	0	0	0	0.062	0	0	0.457	0.468
FOS	HBEGF	9606.ENSP00000306245	9606.ENSP00000230990	0	0	0	0	0.120	0	0.900	0.562	0.958
FOS	HSPB1	9606.ENSP00000306245	9606.ENSP00000248553	0	0	0	0	0.062	0	0	0.410	0.423
FOS	IER3	9606.ENSP00000306245	9606.ENSP00000259874	0	0	0	0	0.065	0	0	0.392	0.407
FOS	FOSL2	9606.ENSP00000306245	9606.ENSP00000264716	0	0	0	0.899	0.066	0	0.900	0.949	0.911
FOS	PPARG	9606.ENSP00000306245	9606.ENSP00000287820	0	0	0	0	0	0.082	0.900	0.605	0.960
FOS	SYN1	9606.ENSP00000306245	9606.ENSP00000295987	0	0	0	0	0	0	0	0.426	0.426
FOS	NFIL3	9606.ENSP00000306245	9606.ENSP00000297689	0	0	0	0	0.097	0.078	0	0.351	0.412
FOS	JUNB	9606.ENSP00000306245	9606.ENSP00000303315	0	0	0	0	0.826	0.899	0.900	0.986	0.999
FOS	PRKCB	9606.ENSP00000306245	9606.ENSP00000305355	0	0	0	0	0	0	0.800	0.322	0.858
FOS	PLAU	9606.ENSP00000306245	9606.ENSP00000361850	0	0	0	0	0	0	0	0.421	0.420
FOS	HSP90AA1	9606.ENSP00000306245	9606.ENSP00000335153	0	0	0	0	0	0	0	0.430	0.430
FOS	SGK1	9606.ENSP00000306245	9606.ENSP00000356832	0	0	0	0	0.126	0.102	0	0.405	0.493
FOS	IFNGR1	9606.ENSP00000306245	9606.ENSP00000356713	0	0	0	0	0	0.385	0	0.218	0.498
FOS	HSPA1A	9606.ENSP00000306245	9606.ENSP00000364802	0	0	0	0	0.090	0.079	0	0.466	0.514
FOS	VDR	9606.ENSP00000306245	9606.ENSP00000447173	0	0	0	0	0	0.301	0	0.369	0.540
FOS	KLF4	9606.ENSP00000306245	9606.ENSP00000363804	0	0	0	0	0.202	0.062	0	0.457	0.558
FOS	HIST1H2BK	9606.ENSP00000306245	9606.ENSP00000349430	0	0	0	0	0	0	0.600	0.072	0.613
FOS	VEGFA	9606.ENSP00000306245	9606.ENSP00000478570	0	0	0	0	0	0.273	0	0.602	0.698
FOS	NR4A2	9606.ENSP00000306245	9606.ENSP00000344479	0	0	0	0	0.561	0.146	0	0.556	0.819
FOS	ZFP36	9606.ENSP00000306245	9606.ENSP00000469647	0	0	0	0	0.793	0	0	0.481	0.888
FOS	MAFB	9606.ENSP00000306245	9606.ENSP00000362410	0	0	0	0	0.095	0.629	0	0.827	0.937
FOS	NFE2L2	9606.ENSP00000306245	9606.ENSP00000380252	0	0	0	0	0	0.056	0.900	0.468	0.945
FOS	LMNA	9606.ENSP00000306245	9606.ENSP00000357283	0	0	0	0	0	0.213	0	0.956	0.964
FOS	HIF1A	9606.ENSP00000306245	9606.ENSP00000437955	0	0	0	0	0	0.405	0.900	0.558	0.971
FOSL2	NFE2L2	9606.ENSP00000264716	9606.ENSP00000380252	0	0	0	0	0	0.322	0	0.201	0.436
FOSL2	NR4A2	9606.ENSP00000264716	9606.ENSP00000344479	0	0	0	0	0.087	0.146	0	0.364	0.461
FOSL2	HIF1A	9606.ENSP00000264716	9606.ENSP00000437955	0	0	0	0	0.060	0.144	0	0.432	0.503
FOSL2	MAFB	9606.ENSP00000264716	9606.ENSP00000362410	0	0	0	0	0.086	0.290	0	0.340	0.535
FOSL2	JUNB	9606.ENSP00000264716	9606.ENSP00000303315	0	0	0	0	0.290	0.899	0.900	0.931	0.999
FPR1	TREM1	9606.ENSP00000471493	9606.ENSP00000244709	0	0	0	0	0.550	0	0	0.577	0.801
FPR1	NLRP3	9606.ENSP00000471493	9606.ENSP00000337383	0	0	0	0	0.327	0	0	0.323	0.524
FPR1	PLAUR	9606.ENSP00000471493	9606.ENSP00000339328	0	0	0	0	0.141	0	0.900	0.830	0.984
FPR1	IFNGR1	9606.ENSP00000471493	9606.ENSP00000356713	0	0	0	0	0.077	0	0	0.398	0.420
FPR1	TPM3	9606.ENSP00000471493	9606.ENSP00000357516	0	0	0	0	0	0	0	0.402	0.402
FTH1	HIF1A	9606.ENSP00000273550	9606.ENSP00000437955	0	0	0	0	0	0	0	0.429	0.429
FTH1	NFE2L2	9606.ENSP00000273550	9606.ENSP00000380252	0	0	0	0	0.089	0	0	0.418	0.447
G0S2	PLIN2	9606.ENSP00000355996	9606.ENSP00000276914	0	0	0	0	0.088	0	0	0.431	0.459
GABBR1	JUNB	9606.ENSP00000366233	9606.ENSP00000303315	0	0	0	0	0	0	0	0.422	0.422
GEM	SYNJ2	9606.ENSP00000297596	9606.ENSP00000347792	0	0	0	0	0.062	0.088	0	0.447	0.485
GFPT2	HK2	9606.ENSP00000253778	9606.ENSP00000290573	0	0	0	0	0.062	0	0.900	0.374	0.936
GFPT2	GLUL	9606.ENSP00000253778	9606.ENSP00000307900	0.166	0	0	0	0.082	0	0.900	0.427	0.950
GLUL	OLIG2	9606.ENSP00000307900	9606.ENSP00000331040	0	0	0	0	0.069	0	0	0.424	0.441
GNA12	GPR56	9606.ENSP00000275364	9606.ENSP00000455215	0	0	0	0	0	0.076	0	0.653	0.666
GNA12	HSP90AA1	9606.ENSP00000275364	9606.ENSP00000335153	0	0	0	0	0	0.473	0	0.548	0.752
GPR183	IFITM1	9606.ENSP00000365596	9606.ENSP00000386187	0	0	0	0	0	0	0	0.415	0.414
GPR56	PAFAH1B1	9606.ENSP00000455215	9606.ENSP00000380378	0	0	0	0	0	0	0	0.467	0.467
GPR56	VEGFA	9606.ENSP00000455215	9606.ENSP00000478570	0	0	0	0	0	0	0	0.430	0.430
GSPT1	HSPH1	9606.ENSP00000398131	9606.ENSP00000318687	0	0	0	0	0.363	0.159	0	0.290	0.586
GSPT1	HSPA1B	9606.ENSP00000398131	9606.ENSP00000364801	0	0.003	0	0	0.118	0.254	0	0.252	0.464
GSPT1	HSPA1A	9606.ENSP00000398131	9606.ENSP00000364802	0	0.003	0	0	0.118	0.254	0	0.252	0.464
GZMA	LMNA	9606.ENSP00000274306	9606.ENSP00000357283	0	0	0	0	0	0.282	0	0.206	0.406
GZMA	LGMN	9606.ENSP00000274306	9606.ENSP00000376911	0	0	0	0	0	0	0	0.444	0.444
GZMA	IL32	9606.ENSP00000274306	9606.ENSP00000432218	0	0	0	0	0.136	0	0	0.431	0.487
GZMA	ITGAL	9606.ENSP00000274306	9606.ENSP00000349252	0	0	0	0	0.178	0	0	0.407	0.491
GZMA	HSP90AA1	9606.ENSP00000274306	9606.ENSP00000335153	0	0	0	0	0	0.270	0	0.367	0.518
H1FX	HIST2H2AA	9606.ENSP00000329662	9606.ENSP00000358155	0	0	0	0	0.062	0.176	0	0.439	0.529
H3F3B	OLIG2	9606.ENSP00000254810	9606.ENSP00000331040	0	0	0	0	0	0	0	0.403	0.403
H3F3B	HIST2H2AA	9606.ENSP00000254810	9606.ENSP00000358155	0	0.001	0	0	0.184	0.247	0	0.556	0.703
H3F3B	HIST1H2BK	9606.ENSP00000254810	9606.ENSP00000349430	0	0.001	0	0	0.110	0.320	0	0.662	0.777
HBA1	HBA2	9606.ENSP00000322421	9606.ENSP00000251595	0	0	0	0.985	0.771	0.800	0.900	0.181	0.995
HBA1	HSPA1B	9606.ENSP00000322421	9606.ENSP00000364801	0	0	0	0	0	0.432	0	0.066	0.448
HBA1	HSPA1A	9606.ENSP00000322421	9606.ENSP00000364802	0	0	0	0	0.062	0.432	0	0.135	0.499
HBA1	NPRL3	9606.ENSP00000322421	9606.ENSP00000483814	0	0	0	0	0	0	0	0.588	0.588
HBA1	HBB	9606.ENSP00000322421	9606.ENSP00000333994	0	0	0	0.900	0.786	0.995	0.720	0.895	0.999
HBA2	NPRL3	9606.ENSP00000251595	9606.ENSP00000483814	0	0	0	0	0	0	0	0.591	0.591
HBA2	HBB	9606.ENSP00000251595	9606.ENSP00000333994	0	0	0	0.900	0.570	0.984	0.800	0.899	0.998
HBB	PLIN2	9606.ENSP00000333994	9606.ENSP00000276914	0	0	0	0	0	0	0.500	0.044	0.501
HBB	NPRL3	9606.ENSP00000333994	9606.ENSP00000483814	0	0	0	0	0	0	0	0.440	0.441
HBB	HSP90AA1	9606.ENSP00000333994	9606.ENSP00000335153	0	0	0	0	0.062	0.070	0.600	0.443	0.779
HBEGF	TIMP1	9606.ENSP00000230990	9606.ENSP00000218388	0	0	0	0	0.085	0	0	0.456	0.481
HBEGF	SERPINE1	9606.ENSP00000230990	9606.ENSP00000223095	0	0	0	0	0.111	0	0	0.401	0.445
HBEGF	PLAU	9606.ENSP00000230990	9606.ENSP00000361850	0	0	0	0	0.098	0	0	0.363	0.400
HBEGF	PLAUR	9606.ENSP00000230990	9606.ENSP00000339328	0	0	0	0	0.188	0	0	0.369	0.466
HBEGF	VEGFA	9606.ENSP00000230990	9606.ENSP00000478570	0	0	0	0	0	0	0	0.632	0.632
HBEGF	HSP90AA1	9606.ENSP00000230990	9606.ENSP00000335153	0	0	0	0	0	0	0.900	0.181	0.914
HBEGF	HIF1A	9606.ENSP00000230990	9606.ENSP00000437955	0	0	0	0	0	0	0.900	0.369	0.934
HIF1A	SLC2A3	9606.ENSP00000437955	9606.ENSP00000075120	0	0	0	0	0	0.060	0	0.725	0.730
HIF1A	TIMP1	9606.ENSP00000437955	9606.ENSP00000218388	0	0	0	0	0	0	0	0.523	0.523
HIF1A	NAMPT	9606.ENSP00000437955	9606.ENSP00000222553	0	0	0	0	0.158	0	0	0.407	0.479
HIF1A	SERPINE1	9606.ENSP00000437955	9606.ENSP00000223095	0	0	0	0	0.076	0	0	0.602	0.616
HIF1A	HSPB1	9606.ENSP00000437955	9606.ENSP00000248553	0	0	0	0	0	0	0	0.462	0.462
HIF1A	THBS1	9606.ENSP00000437955	9606.ENSP00000260356	0	0	0	0	0.084	0	0	0.571	0.590
HIF1A	PPARG	9606.ENSP00000437955	9606.ENSP00000287820	0	0	0	0	0.062	0.108	0	0.736	0.760
HIF1A	HK2	9606.ENSP00000437955	9606.ENSP00000290573	0	0	0	0	0	0	0	0.707	0.707
HIF1A	JUNB	9606.ENSP00000437955	9606.ENSP00000303315	0	0	0	0	0.053	0	0.900	0.272	0.925
HIF1A	SPHK1	9606.ENSP00000437955	9606.ENSP00000313681	0	0	0	0	0	0	0	0.424	0.424
HIF1A	HSP90AA1	9606.ENSP00000437955	9606.ENSP00000335153	0	0	0	0	0	0.918	0.900	0.991	0.999
HIF1A	NLRP3	9606.ENSP00000437955	9606.ENSP00000337383	0	0	0	0	0	0	0	0.569	0.569
HIF1A	PLAUR	9606.ENSP00000437955	9606.ENSP00000339328	0	0	0	0	0	0	0	0.454	0.454
HIF1A	RBPJ	9606.ENSP00000437955	9606.ENSP00000345206	0	0	0	0	0.062	0	0	0.941	0.943
HIF1A	SGK1	9606.ENSP00000437955	9606.ENSP00000356832	0	0	0	0	0	0	0	0.406	0.406
HIF1A	PLK3	9606.ENSP00000437955	9606.ENSP00000361275	0	0	0	0	0	0.486	0	0.212	0.577
HIF1A	PLAU	9606.ENSP00000437955	9606.ENSP00000361850	0	0	0	0	0.065	0	0	0.458	0.471
HIF1A	KLF4	9606.ENSP00000437955	9606.ENSP00000363804	0	0	0	0	0.049	0.058	0	0.470	0.483
HIF1A	HSPA1A	9606.ENSP00000437955	9606.ENSP00000364802	0	0	0	0	0	0.161	0	0.476	0.541
HIF1A	NFE2L2	9606.ENSP00000437955	9606.ENSP00000380252	0	0	0	0	0.152	0	0	0.592	0.639
HIF1A	PFKFB3	9606.ENSP00000437955	9606.ENSP00000443319	0	0	0	0	0	0.273	0	0.702	0.774
HIF1A	VEGFA	9606.ENSP00000437955	9606.ENSP00000478570	0	0	0	0	0.062	0.874	0.900	0.919	0.998
HIST1H2BK	THBS1	9606.ENSP00000349430	9606.ENSP00000260356	0	0	0	0	0	0	0.900	0	0.900
HIST1H2BK	STRA13	9606.ENSP00000349430	9606.ENSP00000376168	0	0	0	0	0	0	0.600	0	0.600
HIST1H2BK	MAFB	9606.ENSP00000349430	9606.ENSP00000362410	0	0	0	0	0	0	0.600	0	0.600
HIST1H2BK	LMNA	9606.ENSP00000349430	9606.ENSP00000357283	0	0	0	0	0	0	0.600	0.174	0.655
HIST1H2BK	HIST2H2AA	9606.ENSP00000349430	9606.ENSP00000358155	0	0	0	0	0.162	0.850	0.800	0.314	0.980
HK2	SLC2A3	9606.ENSP00000290573	9606.ENSP00000075120	0	0	0	0	0.063	0	0	0.713	0.720
HK2	PPIF	9606.ENSP00000290573	9606.ENSP00000225174	0	0	0	0	0.083	0	0	0.624	0.641
HK2	SORD	9606.ENSP00000290573	9606.ENSP00000267814	0	0	0	0	0.077	0	0.900	0.251	0.924
HK2	PPARG	9606.ENSP00000290573	9606.ENSP00000287820	0	0	0	0	0	0.061	0	0.404	0.416
HK2	HSP90AA1	9606.ENSP00000290573	9606.ENSP00000335153	0	0	0	0	0	0.275	0	0.213	0.405
HK2	VEGFA	9606.ENSP00000290573	9606.ENSP00000478570	0	0	0	0	0.076	0	0	0.417	0.438
HK2	PFKFB3	9606.ENSP00000290573	9606.ENSP00000443319	0	0	0	0	0.092	0	0.650	0.694	0.894
HSP90AA1	RALA	9606.ENSP00000335153	9606.ENSP00000005257	0	0	0	0	0	0.056	0	0.547	0.554
HSP90AA1	TNS1	9606.ENSP00000335153	9606.ENSP00000171887	0	0	0	0	0	0.065	0	0.415	0.430
HSP90AA1	PSME2	9606.ENSP00000335153	9606.ENSP00000216802	0	0	0	0	0.193	0	0	0.321	0.428
HSP90AA1	PPIF	9606.ENSP00000335153	9606.ENSP00000225174	0	0	0	0	0.102	0.181	0	0.988	0.991
HSP90AA1	HSPB1	9606.ENSP00000335153	9606.ENSP00000248553	0	0	0	0	0.065	0.347	0	0.949	0.966
HSP90AA1	ITGAV	9606.ENSP00000335153	9606.ENSP00000261023	0	0	0	0	0	0	0.900	0.186	0.915
HSP90AA1	PLIN2	9606.ENSP00000335153	9606.ENSP00000276914	0	0	0	0	0	0	0.600	0.120	0.632
HSP90AA1	PPARG	9606.ENSP00000335153	9606.ENSP00000287820	0	0	0	0	0	0.063	0	0.777	0.782
HSP90AA1	OLR1	9606.ENSP00000335153	9606.ENSP00000309124	0	0	0	0	0.056	0	0	0.675	0.680
HSP90AA1	HSPH1	9606.ENSP00000335153	9606.ENSP00000318687	0	0	0	0	0.763	0.277	0	0.731	0.950
HSP90AA1	NFE2L2	9606.ENSP00000335153	9606.ENSP00000380252	0	0	0	0	0.076	0	0	0.382	0.405
HSP90AA1	LMNA	9606.ENSP00000335153	9606.ENSP00000357283	0	0	0	0	0.062	0.076	0	0.415	0.448
HSP90AA1	VDR	9606.ENSP00000335153	9606.ENSP00000447173	0	0	0	0	0	0.062	0	0.470	0.483
HSP90AA1	PLK3	9606.ENSP00000335153	9606.ENSP00000361275	0	0	0	0	0.062	0.348	0	0.284	0.524
HSP90AA1	PAFAH1B1	9606.ENSP00000335153	9606.ENSP00000380378	0	0	0	0	0	0.486	0	0.651	0.813
HSP90AA1	SGK1	9606.ENSP00000335153	9606.ENSP00000356832	0	0	0	0	0	0.247	0.900	0.359	0.947
HSP90AA1	VEGFA	9606.ENSP00000335153	9606.ENSP00000478570	0	0	0	0	0	0.270	0.900	0.872	0.989
HSP90AA1	HSPA1B	9606.ENSP00000335153	9606.ENSP00000364801	0	0	0	0	0.317	0.933	0.600	0.578	0.991
HSP90AA1	NLRP3	9606.ENSP00000335153	9606.ENSP00000337383	0	0	0	0	0	0.270	0.800	0.978	0.996
HSP90AA1	HSPA1A	9606.ENSP00000335153	9606.ENSP00000364802	0	0	0	0	0.317	0.871	0.900	0.910	0.999
HSPA1A	PPP1R15A	9606.ENSP00000364802	9606.ENSP00000200453	0	0	0	0	0.063	0.213	0	0.372	0.496
HSPA1A	HSPB1	9606.ENSP00000364802	9606.ENSP00000248553	0	0	0	0	0.093	0.141	0.800	0.798	0.964
HSPA1A	OLR1	9606.ENSP00000364802	9606.ENSP00000309124	0	0	0	0	0.049	0.102	0	0.572	0.603
HSPA1A	HSPH1	9606.ENSP00000364802	9606.ENSP00000318687	0	0	0.438	0.769	0.208	0.348	0.900	0.758	0.958
HSPA1A	IFNGR1	9606.ENSP00000364802	9606.ENSP00000356713	0	0	0	0	0	0	0.900	0.063	0.902
HSPA1A	HSPA1B	9606.ENSP00000364802	9606.ENSP00000364801	0	0	0.449	0.988	0.139	0.800	0.600	0.540	0.925
HSPA1B	HSPB1	9606.ENSP00000364801	9606.ENSP00000248553	0	0	0	0	0.093	0.141	0	0.435	0.521
HSPA1B	OLR1	9606.ENSP00000364801	9606.ENSP00000309124	0	0	0	0	0.049	0.102	0	0.461	0.499
HSPA1B	HSPH1	9606.ENSP00000364801	9606.ENSP00000318687	0	0	0.438	0.769	0.208	0.348	0.900	0.329	0.952
HSPB1	LMNA	9606.ENSP00000248553	9606.ENSP00000357283	0	0	0	0	0.108	0.062	0	0.342	0.402
HSPB1	PAFAH1B1	9606.ENSP00000248553	9606.ENSP00000380378	0	0	0	0	0	0	0	0.415	0.415
HSPB1	TPM3	9606.ENSP00000248553	9606.ENSP00000357516	0	0	0	0	0.065	0.283	0	0.254	0.457
HSPB1	HSPH1	9606.ENSP00000248553	9606.ENSP00000318687	0	0	0	0	0.062	0.095	0	0.590	0.621
HSPB1	VEGFA	9606.ENSP00000248553	9606.ENSP00000478570	0	0	0	0	0.049	0.101	0	0.704	0.725
IER3	ZFP36	9606.ENSP00000259874	9606.ENSP00000469647	0	0	0	0	0.086	0	0	0.474	0.498
IFNGR1	PIK3R2	9606.ENSP00000356713	9606.ENSP00000222254	0	0	0	0	0	0	0.600	0.208	0.669
IFNGR1	TREM1	9606.ENSP00000356713	9606.ENSP00000244709	0	0	0	0	0.069	0	0	0.396	0.413
IFNGR1	IL21R	9606.ENSP00000356713	9606.ENSP00000338010	0	0	0	0	0	0	0	0.401	0.401
IL32	VEGFA	9606.ENSP00000432218	9606.ENSP00000478570	0	0	0	0	0	0	0	0.415	0.415
INPP4B	PIK3R2	9606.ENSP00000425487	9606.ENSP00000222254	0	0	0	0	0	0	0.900	0.374	0.934
INPP4B	SYNJ2	9606.ENSP00000425487	9606.ENSP00000347792	0	0	0	0	0.062	0	0.900	0.255	0.924
ITGA5	TIMP1	9606.ENSP00000293379	9606.ENSP00000218388	0	0	0	0	0.177	0	0	0.372	0.461
ITGA5	SERPINE1	9606.ENSP00000293379	9606.ENSP00000223095	0	0	0	0	0.226	0	0	0.371	0.492
ITGA5	THBS1	9606.ENSP00000293379	9606.ENSP00000260356	0	0	0	0	0.129	0.108	0.600	0.417	0.794
ITGA5	ITGAV	9606.ENSP00000293379	9606.ENSP00000261023	0	0	0	0.932	0.099	0	0.900	0.759	0.910
ITGA5	VEGFA	9606.ENSP00000293379	9606.ENSP00000478570	0	0	0	0	0.065	0	0	0.459	0.472
ITGA5	ITGAL	9606.ENSP00000293379	9606.ENSP00000349252	0	0	0	0.573	0.062	0	0.900	0.565	0.925
ITGA5	PLAUR	9606.ENSP00000293379	9606.ENSP00000339328	0	0	0	0	0.170	0	0.900	0.346	0.941
ITGA5	PLAU	9606.ENSP00000293379	9606.ENSP00000361850	0	0	0	0	0.180	0	0.900	0.415	0.947
ITGAL	ITGAV	9606.ENSP00000349252	9606.ENSP00000261023	0	0	0	0.560	0.053	0	0.900	0.469	0.920
ITGAV	SERPINE1	9606.ENSP00000261023	9606.ENSP00000223095	0	0	0	0	0.076	0	0.900	0.364	0.936
ITGAV	THBS1	9606.ENSP00000261023	9606.ENSP00000260356	0	0	0	0	0.083	0.321	0.600	0.575	0.880
ITGAV	LIMS1	9606.ENSP00000261023	9606.ENSP00000446121	0	0	0	0	0.063	0	0	0.388	0.402
ITGAV	SPHK1	9606.ENSP00000261023	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.071	0.903
ITGAV	PLAU	9606.ENSP00000261023	9606.ENSP00000361850	0	0	0	0	0.070	0	0.900	0.306	0.929
ITGAV	VEGFA	9606.ENSP00000261023	9606.ENSP00000478570	0	0	0	0	0.065	0	0.900	0.458	0.944
ITGAV	PLAUR	9606.ENSP00000261023	9606.ENSP00000339328	0	0	0	0	0	0	0.900	0.639	0.962
JUNB	NR4A2	9606.ENSP00000303315	9606.ENSP00000344479	0	0	0	0	0.212	0.145	0	0.414	0.571
JUNB	ZFP36	9606.ENSP00000303315	9606.ENSP00000469647	0	0	0	0	0.785	0	0	0.171	0.814
KLF4	PPARG	9606.ENSP00000363804	9606.ENSP00000287820	0	0	0	0	0	0.296	0	0.606	0.711
KLF4	OLIG2	9606.ENSP00000363804	9606.ENSP00000331040	0	0	0	0	0	0.058	0	0.457	0.466
KLF4	PLAUR	9606.ENSP00000363804	9606.ENSP00000339328	0	0	0	0	0.083	0	0	0.411	0.437
KLF4	NR4A2	9606.ENSP00000363804	9606.ENSP00000344479	0	0	0	0	0.106	0.061	0	0.371	0.426
KLF4	MAFB	9606.ENSP00000363804	9606.ENSP00000362410	0	0	0	0	0.087	0.057	0	0.412	0.449
KLF4	THBD	9606.ENSP00000363804	9606.ENSP00000366307	0	0	0	0	0.146	0	0	0.353	0.423
KLF4	VEGFA	9606.ENSP00000363804	9606.ENSP00000478570	0	0	0	0	0.049	0	0	0.518	0.522
LAT	PIK3R2	9606.ENSP00000378845	9606.ENSP00000222254	0	0	0	0	0	0.057	0.650	0.057	0.661
LGMN	PSME2	9606.ENSP00000376911	9606.ENSP00000216802	0	0	0	0	0.062	0	0	0.477	0.489
LIMS1	TNS1	9606.ENSP00000446121	9606.ENSP00000171887	0	0	0	0	0.063	0.057	0.900	0.430	0.942
LMNA	PPARG	9606.ENSP00000357283	9606.ENSP00000287820	0	0	0	0	0.062	0.067	0	0.535	0.557
LMNA	PRKCB	9606.ENSP00000357283	9606.ENSP00000305355	0	0	0	0	0.062	0.057	0.900	0.070	0.906
LMNA	NFE2L2	9606.ENSP00000357283	9606.ENSP00000380252	0	0	0	0	0	0.270	0	0.262	0.438
LMNA	TPM3	9606.ENSP00000357283	9606.ENSP00000357516	0	0	0	0	0.066	0	0	0.448	0.462
LUC7L3	NPRL3	9606.ENSP00000425092	9606.ENSP00000483814	0	0	0	0	0	0	0	0.676	0.676
MAP3K8	PLAU	9606.ENSP00000263056	9606.ENSP00000361850	0	0	0	0	0.062	0	0	0.396	0.409
MED14	PPARG	9606.ENSP00000323720	9606.ENSP00000287820	0	0	0	0	0	0.345	0.600	0.858	0.959
MED14	VDR	9606.ENSP00000323720	9606.ENSP00000447173	0	0	0	0	0	0.695	0	0.222	0.753
NAMPT	TIMP1	9606.ENSP00000222553	9606.ENSP00000218388	0	0	0	0	0	0	0	0.435	0.435
NAMPT	NFIL3	9606.ENSP00000222553	9606.ENSP00000297689	0	0	0	0	0.272	0	0	0.226	0.413
NAMPT	VEGFA	9606.ENSP00000222553	9606.ENSP00000478570	0	0	0	0	0.062	0	0	0.426	0.438
NAMPT	PPARG	9606.ENSP00000222553	9606.ENSP00000287820	0	0	0	0	0	0	0	0.567	0.567
NAMPT	SERPINE1	9606.ENSP00000222553	9606.ENSP00000223095	0	0	0	0	0	0	0	0.636	0.636
NFE2L2	PPARG	9606.ENSP00000380252	9606.ENSP00000287820	0	0	0	0	0	0.228	0	0.594	0.673
NFE2L2	PRKCB	9606.ENSP00000380252	9606.ENSP00000305355	0	0	0	0	0	0	0.900	0.155	0.911
NFE2L2	NLRP3	9606.ENSP00000380252	9606.ENSP00000337383	0	0	0	0	0	0	0	0.591	0.591
NFE2L2	VEGFA	9606.ENSP00000380252	9606.ENSP00000478570	0	0	0	0	0	0	0	0.468	0.468
NLRP3	RALA	9606.ENSP00000337383	9606.ENSP00000005257	0	0	0	0	0	0	0	0.466	0.466
NLRP3	TREM1	9606.ENSP00000337383	9606.ENSP00000244709	0	0	0	0	0.223	0	0	0.282	0.418
NLRP3	PPARG	9606.ENSP00000337383	9606.ENSP00000287820	0	0	0	0	0	0	0	0.469	0.469
NLRP3	VEGFA	9606.ENSP00000337383	9606.ENSP00000478570	0	0	0	0	0	0	0	0.403	0.403
NR4A2	NTNG2	9606.ENSP00000344479	9606.ENSP00000376921	0	0	0	0	0.062	0	0	0.652	0.659
NTNG2	SEMA7A	9606.ENSP00000376921	9606.ENSP00000261918	0	0	0	0	0.074	0.068	0	0.361	0.401
NTNG2	SYN1	9606.ENSP00000376921	9606.ENSP00000295987	0	0	0	0	0.108	0	0	0.486	0.522
