#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GFPT2	UAP1	9606.ENSP00000253778	9606.ENSP00000356903	0	0	0	0	0.087	0.056	0	0.760	0.775
GPATCH2	HSPE1	9606.ENSP00000355902	9606.ENSP00000233893	0	0	0	0	0.064	0	0	0.432	0.446
GPATCH2	NUDT4	9606.ENSP00000355902	9606.ENSP00000338352	0	0	0	0	0.062	0	0	0.502	0.513
GSPT1	RPL15	9606.ENSP00000398131	9606.ENSP00000309334	0	0	0.281	0	0.393	0.839	0	0.057	0.925
GSPT1	XPOT	9606.ENSP00000398131	9606.ENSP00000327821	0	0	0	0	0.217	0.153	0	0.233	0.448
GSPT1	RPL3	9606.ENSP00000398131	9606.ENSP00000346001	0	0	0	0	0.245	0.829	0	0.101	0.874
GSPT1	UPF3A	9606.ENSP00000398131	9606.ENSP00000364448	0	0	0	0	0.063	0.208	0	0.717	0.772
GSPT1	RPL17	9606.ENSP00000398131	9606.ENSP00000397798	0	0	0	0	0.165	0.824	0	0.067	0.851
GSPT1	RPLP0	9606.ENSP00000398131	9606.ENSP00000449328	0	0	0	0	0.222	0.812	0	0.143	0.864
GSTK1	PEX2	9606.ENSP00000431049	9606.ENSP00000349543	0	0	0	0	0	0	0.600	0	0.600
GSTK1	SCP2	9606.ENSP00000431049	9606.ENSP00000360569	0	0	0	0	0.076	0	0.900	0.067	0.906
HADH	OXSM	9606.ENSP00000474560	9606.ENSP00000280701	0.076	0	0	0	0.062	0	0	0.425	0.458
HADH	SCP2	9606.ENSP00000474560	9606.ENSP00000360569	0	0	0	0	0.238	0	0.900	0.317	0.943
HADH	HADHA	9606.ENSP00000474560	9606.ENSP00000370023	0.072	0	0.287	0.780	0.144	0.244	0	0.857	0.499
HADHA	UQCRC2	9606.ENSP00000370023	9606.ENSP00000268379	0	0	0	0	0.122	0.103	0	0.324	0.421
HADHA	OXSM	9606.ENSP00000370023	9606.ENSP00000280701	0.085	0	0	0	0.071	0	0	0.465	0.505
HADHA	IDH3A	9606.ENSP00000370023	9606.ENSP00000299518	0.051	0	0	0	0.069	0.062	0	0.364	0.403
HADHA	TPM3	9606.ENSP00000370023	9606.ENSP00000357516	0	0	0	0	0	0	0	0.457	0.457
HADHA	SCP2	9606.ENSP00000370023	9606.ENSP00000360569	0	0	0	0	0.147	0.346	0	0.186	0.506
HINT2	TMX4	9606.ENSP00000259667	9606.ENSP00000246024	0.047	0	0	0	0.064	0.056	0	0.391	0.418
HINT2	TMX1	9606.ENSP00000259667	9606.ENSP00000393316	0.047	0	0	0	0.064	0.056	0	0.372	0.401
HINT2	TMED7	9606.ENSP00000259667	9606.ENSP00000405926	0	0	0	0	0.072	0	0	0.383	0.403
HINT2	SPCS1	9606.ENSP00000259667	9606.ENSP00000478310	0	0	0	0	0.433	0	0	0	0.433
HS3ST1	SDC2	9606.ENSP00000002596	9606.ENSP00000307046	0	0	0	0	0	0	0.900	0.605	0.958
HSPE1	ISOC1	9606.ENSP00000233893	9606.ENSP00000173527	0	0	0	0	0.088	0.788	0	0	0.798
HSPE1	RPL17-C18orf32	9606.ENSP00000233893	9606.ENSP00000463379	0	0	0	0	0.344	0	0	0.187	0.443
HSPE1	RPLP0	9606.ENSP00000233893	9606.ENSP00000449328	0	0	0	0	0.293	0	0	0.244	0.443
HSPE1	RPL17	9606.ENSP00000233893	9606.ENSP00000397798	0	0	0	0	0.380	0	0	0.187	0.474
HSPE1	MRPL3	9606.ENSP00000233893	9606.ENSP00000264995	0	0	0	0	0.397	0	0	0.188	0.489
HSPE1	IARS	9606.ENSP00000233893	9606.ENSP00000364794	0.167	0	0	0	0.155	0.252	0	0.217	0.533
HSPE1-MOB4	ISOC1	9606.ENSP00000474534	9606.ENSP00000173527	0	0	0	0	0	0.562	0	0	0.562
HSPE1-MOB4	IARS	9606.ENSP00000474534	9606.ENSP00000364794	0.167	0	0	0	0.064	0.241	0	0.197	0.461
HSPE1-MOB4	RPL17	9606.ENSP00000474534	9606.ENSP00000397798	0	0	0	0	0.344	0	0	0.187	0.443
HSPE1-MOB4	RPL17-C18orf32	9606.ENSP00000474534	9606.ENSP00000463379	0	0	0	0	0.344	0	0	0.187	0.443
HSPE1-MOB4	LSM12	9606.ENSP00000474534	9606.ENSP00000466718	0	0	0	0	0	0	0	0.422	0.422
IAPP	PCSK1	9606.ENSP00000240652	9606.ENSP00000308024	0	0	0	0	0	0.213	0	0.464	0.560
IARS	WDR12	9606.ENSP00000364794	9606.ENSP00000261015	0	0	0	0	0.629	0	0	0	0.629
IARS	MRPL3	9606.ENSP00000364794	9606.ENSP00000264995	0.135	0	0	0	0.332	0	0	0.189	0.491
IARS	RPL15	9606.ENSP00000364794	9606.ENSP00000309334	0	0	0	0	0.346	0.245	0	0	0.485
IARS	XPOT	9606.ENSP00000364794	9606.ENSP00000327821	0	0	0	0	0.779	0	0	0.381	0.857
IARS	RPL3	9606.ENSP00000364794	9606.ENSP00000346001	0.135	0	0	0	0.308	0	0	0.205	0.483
IARS	PIGK	9606.ENSP00000364794	9606.ENSP00000359848	0	0.707	0	0	0.063	0	0	0	0.714
IARS	IKBKAP	9606.ENSP00000364794	9606.ENSP00000363779	0	0	0	0	0.547	0	0	0	0.547
IARS	RPLP0	9606.ENSP00000364794	9606.ENSP00000449328	0	0	0	0	0.330	0.244	0	0.247	0.586
IDH3A	PSMD11	9606.ENSP00000299518	9606.ENSP00000261712	0	0	0	0	0.285	0	0	0.202	0.405
IDH3A	UQCRC2	9606.ENSP00000299518	9606.ENSP00000268379	0	0	0	0	0.172	0.442	0	0.571	0.784
IDH3A	SLC25A5	9606.ENSP00000299518	9606.ENSP00000360671	0	0	0	0	0.288	0.254	0	0.151	0.510
IFITM1	UBE3A	9606.ENSP00000386187	9606.ENSP00000232165	0	0	0	0	0	0.057	0	0.477	0.486
ILF2	SRSF6	9606.ENSP00000355011	9606.ENSP00000244020	0	0	0	0	0.394	0	0	0.055	0.403
ILF2	WDR12	9606.ENSP00000355011	9606.ENSP00000261015	0	0	0	0	0.406	0	0	0.090	0.436
ILF2	XPOT	9606.ENSP00000355011	9606.ENSP00000327821	0	0	0	0	0.117	0	0	0.403	0.450
ILF2	RPL17	9606.ENSP00000355011	9606.ENSP00000397798	0	0	0	0	0.322	0.196	0	0.046	0.434
ILF2	RPLP0	9606.ENSP00000355011	9606.ENSP00000449328	0	0	0	0	0.351	0.210	0	0.045	0.467
INPP4B	PIK3R2	9606.ENSP00000425487	9606.ENSP00000222254	0	0	0	0	0	0	0.900	0.374	0.934
INPP4B	PIKFYVE	9606.ENSP00000425487	9606.ENSP00000264380	0	0	0	0	0	0	0.900	0.282	0.925
INPP4B	SYNJ2	9606.ENSP00000425487	9606.ENSP00000347792	0	0	0	0	0.062	0	0.900	0.255	0.924
IPO5	UBE2E3	9606.ENSP00000261574	9606.ENSP00000386788	0	0	0	0	0.061	0	0	0.434	0.445
IPO5	XPOT	9606.ENSP00000261574	9606.ENSP00000327821	0	0	0	0	0.293	0	0	0.676	0.761
ISOC1	TBCB	9606.ENSP00000173527	9606.ENSP00000221855	0	0	0	0	0.063	0.485	0	0	0.496
ISOC1	UBE2M	9606.ENSP00000173527	9606.ENSP00000253023	0	0	0	0	0	0.562	0	0	0.562
ITGA5	SERPINE1	9606.ENSP00000293379	9606.ENSP00000223095	0	0	0	0	0.226	0	0	0.371	0.492
ITGA5	ITGAV	9606.ENSP00000293379	9606.ENSP00000261023	0	0	0	0.932	0.099	0	0.900	0.759	0.910
ITGA5	ITGAL	9606.ENSP00000293379	9606.ENSP00000349252	0	0	0	0.573	0.062	0	0.900	0.565	0.925
ITGA5	PLAU	9606.ENSP00000293379	9606.ENSP00000361850	0	0	0	0	0.180	0	0.900	0.415	0.947
ITGAL	ITGAV	9606.ENSP00000349252	9606.ENSP00000261023	0	0	0	0.560	0.053	0	0.900	0.469	0.920
ITGAV	SERPINE1	9606.ENSP00000261023	9606.ENSP00000223095	0	0	0	0	0.076	0	0.900	0.364	0.936
ITGAV	LIMS1	9606.ENSP00000261023	9606.ENSP00000446121	0	0	0	0	0.063	0	0	0.388	0.402
ITGAV	SPHK1	9606.ENSP00000261023	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.071	0.903
ITGAV	PLAU	9606.ENSP00000261023	9606.ENSP00000361850	0	0	0	0	0.070	0	0.900	0.306	0.929
LDLRAD4	TMEM70	9606.ENSP00000352420	9606.ENSP00000312599	0	0	0	0	0	0	0	0.497	0.497
LGMN	PSME2	9606.ENSP00000376911	9606.ENSP00000216802	0	0	0	0	0.062	0	0	0.477	0.489
LGMN	PIGT	9606.ENSP00000376911	9606.ENSP00000279036	0	0	0	0	0.112	0.622	0	0.294	0.742
LIMS1	TNS1	9606.ENSP00000446121	9606.ENSP00000171887	0	0	0	0	0.063	0.057	0.900	0.430	0.942
LMNA	RPA1	9606.ENSP00000357283	9606.ENSP00000254719	0	0	0	0	0.062	0.356	0	0.122	0.423
LMNA	PPARG	9606.ENSP00000357283	9606.ENSP00000287820	0	0	0	0	0.062	0.067	0	0.535	0.557
LMNA	PRKCB	9606.ENSP00000357283	9606.ENSP00000305355	0	0	0	0	0.062	0.057	0.900	0.070	0.906
LMNA	PPP1CC	9606.ENSP00000357283	9606.ENSP00000341779	0	0	0	0	0	0.300	0	0.213	0.425
LMNA	SLC25A5	9606.ENSP00000357283	9606.ENSP00000360671	0	0	0	0	0	0.346	0	0.168	0.433
LMNA	TPM3	9606.ENSP00000357283	9606.ENSP00000357516	0	0	0	0	0.066	0	0	0.448	0.462
MAP3K11	SPAG9	9606.ENSP00000309597	9606.ENSP00000262013	0	0	0	0	0	0.059	0	0.436	0.447
MAP3K8	PLAU	9606.ENSP00000263056	9606.ENSP00000361850	0	0	0	0	0.062	0	0	0.396	0.409
MAPRE1	TBCB	9606.ENSP00000364721	9606.ENSP00000221855	0	0	0	0	0.045	0.218	0	0.276	0.413
MAPRE1	SYBU	9606.ENSP00000364721	9606.ENSP00000407118	0	0	0	0	0	0.483	0	0	0.483
MAPRE1	PAFAH1B1	9606.ENSP00000364721	9606.ENSP00000380378	0	0	0	0	0.062	0.773	0	0.509	0.886
MED14	PPARG	9606.ENSP00000323720	9606.ENSP00000287820	0	0	0	0	0	0.345	0.600	0.858	0.959
MED14	TCEA1	9606.ENSP00000323720	9606.ENSP00000428426	0	0	0	0	0	0.304	0	0.358	0.534
MED14	VDR	9606.ENSP00000323720	9606.ENSP00000447173	0	0	0	0	0	0.695	0	0.222	0.753
MFN1	UQCRC2	9606.ENSP00000420617	9606.ENSP00000268379	0	0	0	0	0.046	0	0	0.479	0.481
MFN1	PPARG	9606.ENSP00000420617	9606.ENSP00000287820	0	0	0	0	0	0.056	0	0.391	0.400
MFN1	SH3GLB1	9606.ENSP00000420617	9606.ENSP00000479919	0	0	0	0	0	0.065	0	0.432	0.446
MFN1	VDAC3	9606.ENSP00000420617	9606.ENSP00000428845	0	0	0	0	0.062	0.126	0	0.491	0.546
MRPL3	WDR12	9606.ENSP00000264995	9606.ENSP00000261015	0	0	0	0	0.725	0.251	0	0.213	0.824
MRPL3	SRP72	9606.ENSP00000264995	9606.ENSP00000342181	0	0	0	0	0.192	0.291	0	0	0.402
MRPL3	SERBP1	9606.ENSP00000264995	9606.ENSP00000360034	0	0	0	0	0.347	0.257	0	0	0.494
MRPL3	RPL17-C18orf32	9606.ENSP00000264995	9606.ENSP00000463379	0.081	0	0	0	0.344	0.348	0	0.154	0.622
MRPL3	RPL17	9606.ENSP00000264995	9606.ENSP00000397798	0.081	0	0	0	0.362	0.348	0	0.154	0.633
MRPL3	RPLP0	9606.ENSP00000264995	9606.ENSP00000449328	0.135	0	0	0	0.474	0.378	0	0.201	0.743
MRPL3	RPL15	9606.ENSP00000264995	9606.ENSP00000309334	0	0	0	0	0.556	0.536	0	0.250	0.832
MRPL3	RPL3	9606.ENSP00000264995	9606.ENSP00000346001	0	0	0	0	0.117	0	0	0.909	0.916
NELFCD	TCEA1	9606.ENSP00000473290	9606.ENSP00000428426	0	0	0	0	0.063	0	0.600	0	0.609
NMT1	P2RY1	9606.ENSP00000468424	9606.ENSP00000304767	0	0	0	0	0	0	0	0.465	0.465
NTNG2	SEMA7A	9606.ENSP00000376921	9606.ENSP00000261918	0	0	0	0	0.074	0.068	0	0.361	0.401
NTNG2	SYN1	9606.ENSP00000376921	9606.ENSP00000295987	0	0	0	0	0.108	0	0	0.486	0.522
NUDT4	PRMT9	9606.ENSP00000338352	9606.ENSP00000314396	0	0	0	0	0.056	0	0	0.395	0.404
OAZ1	PSME2	9606.ENSP00000473381	9606.ENSP00000216802	0	0	0	0	0.065	0	0.900	0	0.902
OAZ1	PSMD11	9606.ENSP00000473381	9606.ENSP00000261712	0	0	0	0	0.049	0	0.900	0	0.900
OAZ1	PSME1	9606.ENSP00000473381	9606.ENSP00000372155	0	0	0	0	0.069	0	0.900	0	0.902
OLIG2	SYN1	9606.ENSP00000331040	9606.ENSP00000295987	0	0	0	0	0.232	0	0	0.362	0.489
OLR1	PPARG	9606.ENSP00000309124	9606.ENSP00000287820	0	0	0	0	0	0.076	0	0.470	0.489
PAFAH1B1	PITPNA	9606.ENSP00000380378	9606.ENSP00000316809	0	0	0	0	0.072	0	0	0.722	0.730
PDE2A	PRKAR1A	9606.ENSP00000334910	9606.ENSP00000376475	0	0	0	0	0.146	0.101	0	0.338	0.448
PDE2A	RFX7	9606.ENSP00000334910	9606.ENSP00000453281	0	0	0	0	0	0	0	0.475	0.475
PDE2A	PLAGL1	9606.ENSP00000334910	9606.ENSP00000353734	0	0	0	0	0.064	0.066	0	0.546	0.569
PDIA6	TBCB	9606.ENSP00000385385	9606.ENSP00000221855	0	0	0	0	0.065	0.057	0	0.407	0.432
PDIA6	SLC35B1	9606.ENSP00000385385	9606.ENSP00000240333	0	0	0	0	0.461	0	0	0.241	0.574
PDIA6	SSR1	9606.ENSP00000385385	9606.ENSP00000244763	0	0	0	0	0.165	0	0	0.422	0.497
PDIA6	TMX4	9606.ENSP00000385385	9606.ENSP00000246024	0	0	0	0	0	0	0	0.516	0.516
PDIA6	SEL1L	9606.ENSP00000385385	9606.ENSP00000337053	0	0	0	0	0.063	0	0	0.416	0.429
PDIA6	PRDX4	9606.ENSP00000385385	9606.ENSP00000368646	0.045	0	0	0	0.205	0.876	0	0.447	0.941
PEX2	SCP2	9606.ENSP00000349543	9606.ENSP00000360569	0	0	0	0	0.117	0	0.600	0.140	0.670
PEX2	UBE2D2	9606.ENSP00000349543	9606.ENSP00000381717	0	0	0	0	0.056	0.221	0.600	0.554	0.851
PFN2	RALA	9606.ENSP00000239940	9606.ENSP00000005257	0	0	0	0	0.049	0.126	0	0.549	0.592
PFN2	SYN1	9606.ENSP00000239940	9606.ENSP00000295987	0	0	0	0	0.097	0.482	0	0.365	0.677
PIGK	PIGT	9606.ENSP00000359848	9606.ENSP00000279036	0	0	0	0	0.348	0.991	0.900	0.996	0.999
PIK3R2	TNS1	9606.ENSP00000222254	9606.ENSP00000171887	0	0	0	0	0.062	0.070	0	0.395	0.426
PIK3R2	SYNJ2	9606.ENSP00000222254	9606.ENSP00000347792	0	0	0	0	0.049	0	0.650	0.127	0.684
PIK3R2	PIKFYVE	9606.ENSP00000222254	9606.ENSP00000264380	0	0	0	0	0.062	0	0.900	0.134	0.911
PIKFYVE	SYNJ2	9606.ENSP00000264380	9606.ENSP00000347792	0	0	0	0	0.062	0.078	0	0.609	0.632
PITPNA	SCP2	9606.ENSP00000316809	9606.ENSP00000360569	0	0	0	0	0	0.312	0	0.327	0.517
PLAGL1	SGCE	9606.ENSP00000353734	9606.ENSP00000398930	0	0	0	0	0	0	0	0.674	0.674
PLAU	SERPINE1	9606.ENSP00000361850	9606.ENSP00000223095	0	0	0	0	0.214	0.976	0.900	0.989	0.999
PLIN2	PPARG	9606.ENSP00000276914	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.689	0.696
PMEPA1	SKIL	9606.ENSP00000345826	9606.ENSP00000415243	0	0	0	0	0.062	0	0	0.455	0.466
PPAP2B	SPHK1	9606.ENSP00000360296	9606.ENSP00000313681	0.055	0	0	0	0	0.058	0.900	0.548	0.954
PPARG	SERPINE1	9606.ENSP00000287820	9606.ENSP00000223095	0	0	0	0	0.060	0.058	0	0.609	0.624
PPARG	UBE3A	9606.ENSP00000287820	9606.ENSP00000232165	0	0	0	0	0	0.063	0	0.441	0.454
PPARG	UQCRC2	9606.ENSP00000287820	9606.ENSP00000268379	0	0	0	0	0	0.056	0	0.503	0.510
PPARG	RPLP0	9606.ENSP00000287820	9606.ENSP00000449328	0	0	0	0	0	0	0	0.418	0.418
PPARG	VDR	9606.ENSP00000287820	9606.ENSP00000447173	0	0	0	0.684	0	0.270	0	0.800	0.452
PPARG	SYN1	9606.ENSP00000287820	9606.ENSP00000295987	0	0	0	0	0	0	0	0.472	0.472
PPARG	RBP4	9606.ENSP00000287820	9606.ENSP00000360522	0	0	0	0	0.062	0	0	0.503	0.514
PPARG	ZNHIT3	9606.ENSP00000287820	9606.ENSP00000484687	0	0	0	0	0	0.651	0	0.070	0.661
PPM1A	SKIL	9606.ENSP00000327255	9606.ENSP00000415243	0	0	0	0	0	0	0	0.405	0.405
PPM1A	VDR	9606.ENSP00000327255	9606.ENSP00000447173	0	0	0	0	0	0.056	0	0.686	0.691
PPP1CC	PPP1R7	9606.ENSP00000341779	9606.ENSP00000234038	0	0	0	0	0.088	0.965	0	0.947	0.998
PPP1CC	SERBP1	9606.ENSP00000341779	9606.ENSP00000360034	0	0	0	0	0.313	0.079	0	0.128	0.400
PPP1CC	PRKAR1A	9606.ENSP00000341779	9606.ENSP00000376475	0	0	0	0	0.151	0.098	0	0.322	0.436
PPP1CC	VDR	9606.ENSP00000341779	9606.ENSP00000447173	0	0	0	0	0	0.494	0	0.221	0.589
PRDX4	TMX4	9606.ENSP00000368646	9606.ENSP00000246024	0.045	0	0	0	0.062	0.226	0	0.393	0.523
PRDX4	TMX1	9606.ENSP00000368646	9606.ENSP00000393316	0.045	0	0	0	0.106	0.226	0	0.358	0.519
PRDX4	TXNDC5	9606.ENSP00000368646	9606.ENSP00000369081	0.045	0	0	0	0.158	0.876	0	0.774	0.974
PRKAR1A	STOML2	9606.ENSP00000376475	9606.ENSP00000348886	0.042	0	0	0	0	0.426	0	0.078	0.448
PRKCB	SKIL	9606.ENSP00000305355	9606.ENSP00000415243	0	0	0	0	0	0	0	0.451	0.451
PRKCB	SPHK1	9606.ENSP00000305355	9606.ENSP00000313681	0	0	0	0	0.062	0	0.900	0.168	0.915
PSMD11	PSME2	9606.ENSP00000261712	9606.ENSP00000216802	0	0	0	0	0.111	0.354	0.800	0.481	0.932
PSMD11	UBE3A	9606.ENSP00000261712	9606.ENSP00000232165	0	0	0	0	0.070	0.689	0	0.400	0.811
PSMD11	UBE2M	9606.ENSP00000261712	9606.ENSP00000253023	0	0	0	0	0.092	0.281	0	0.307	0.509
PSMD11	RPL3	9606.ENSP00000261712	9606.ENSP00000346001	0	0	0	0	0.429	0	0	0.185	0.515
PSMD11	RPLP0	9606.ENSP00000261712	9606.ENSP00000449328	0	0	0	0	0.619	0	0	0.048	0.621
PSMD11	RPL15	9606.ENSP00000261712	9606.ENSP00000309334	0	0	0	0	0.623	0	0	0.072	0.635
PSMD11	PSME1	9606.ENSP00000261712	9606.ENSP00000372155	0	0	0	0	0.069	0.077	0.800	0.514	0.905
PSME1	PSME2	9606.ENSP00000372155	9606.ENSP00000216802	0	0	0	0.911	0.771	0.870	0.800	0.989	0.994
PSMG1	WDR12	9606.ENSP00000329915	9606.ENSP00000261015	0	0	0	0	0.576	0	0	0	0.576
RAPH1	UNC50	9606.ENSP00000316543	9606.ENSP00000350409	0	0	0	0	0	0	0	0.485	0.485
RBP4	SERPINE1	9606.ENSP00000360522	9606.ENSP00000223095	0	0	0	0	0.053	0	0	0.519	0.525
RPA1	TCEA1	9606.ENSP00000254719	9606.ENSP00000428426	0	0	0	0	0.083	0	0.600	0	0.617
RPA1	USP1	9606.ENSP00000254719	9606.ENSP00000343526	0	0	0	0	0.232	0	0.600	0.096	0.698
RPA1	STRA13	9606.ENSP00000254719	9606.ENSP00000376168	0	0	0	0	0.065	0.913	0.600	0.181	0.969
RPL15	WDR12	9606.ENSP00000309334	9606.ENSP00000261015	0	0	0	0	0.276	0.389	0	0.170	0.601
RPL15	SRP72	9606.ENSP00000309334	9606.ENSP00000342181	0	0	0	0	0.109	0.571	0	0	0.601
RPL15	SLC25A5	9606.ENSP00000309334	9606.ENSP00000360671	0	0	0	0	0.314	0.639	0	0	0.742
RPL15	SERBP1	9606.ENSP00000309334	9606.ENSP00000360034	0	0	0	0	0.390	0.955	0	0	0.971
RPL15	RPL17-C18orf32	9606.ENSP00000309334	9606.ENSP00000463379	0	0	0.204	0	0.652	0.950	0	0.270	0.988
RPL15	RPL17	9606.ENSP00000309334	9606.ENSP00000397798	0	0	0	0	0.981	0.989	0	0.270	0.999
RPL15	RPL3	9606.ENSP00000309334	9606.ENSP00000346001	0	0	0.335	0	0.993	0.988	0	0.690	0.999
RPL15	RPLP0	9606.ENSP00000309334	9606.ENSP00000449328	0	0	0.220	0	0.995	0.995	0	0.369	0.999
RPL17	WDR12	9606.ENSP00000397798	9606.ENSP00000261015	0	0	0	0	0.183	0.343	0	0.097	0.473
RPL17	SRP72	9606.ENSP00000397798	9606.ENSP00000342181	0	0	0	0	0.087	0.369	0	0.287	0.553
RPL17	RPL3	9606.ENSP00000397798	9606.ENSP00000346001	0.081	0	0	0	0.999	0.986	0	0.257	0.999
RPL17	SERBP1	9606.ENSP00000397798	9606.ENSP00000360034	0	0	0	0	0.531	0.931	0	0	0.966
RPL17	RPL17-C18orf32	9606.ENSP00000397798	9606.ENSP00000463379	0	0	0.449	0.984	0	0.800	0.800	0	0.958
RPL17	RPLP0	9606.ENSP00000397798	9606.ENSP00000449328	0.111	0	0	0	0.983	0.980	0	0.216	0.999
RPL17-C18orf32	WDR12	9606.ENSP00000463379	9606.ENSP00000261015	0	0	0	0	0.122	0.343	0	0.072	0.417
RPL17-C18orf32	SRP72	9606.ENSP00000463379	9606.ENSP00000342181	0	0	0	0	0	0.369	0	0.287	0.530
RPL17-C18orf32	RPL3	9606.ENSP00000463379	9606.ENSP00000346001	0.081	0	0	0	0.344	0.945	0	0.257	0.972
RPL17-C18orf32	SERBP1	9606.ENSP00000463379	9606.ENSP00000360034	0	0	0	0	0.065	0.672	0	0	0.680
RPL17-C18orf32	RPLP0	9606.ENSP00000463379	9606.ENSP00000449328	0.111	0	0	0	0.651	0.951	0	0.189	0.986
RPL3	SYNGR3	9606.ENSP00000346001	9606.ENSP00000248121	0	0	0	0	0	0	0	0.408	0.408
RPL3	WDR12	9606.ENSP00000346001	9606.ENSP00000261015	0	0	0	0	0.235	0.389	0	0.642	0.818
RPL3	SRP72	9606.ENSP00000346001	9606.ENSP00000342181	0	0	0	0	0.083	0.703	0	0.186	0.758
RPL3	SERBP1	9606.ENSP00000346001	9606.ENSP00000360034	0	0	0	0	0.450	0.942	0	0	0.967
RPL3	RPLP0	9606.ENSP00000346001	9606.ENSP00000449328	0.135	0	0	0	0.995	0.990	0	0.557	0.999
RPLP0	WDR12	9606.ENSP00000449328	9606.ENSP00000261015	0	0	0	0	0.590	0.563	0	0.148	0.834
RPLP0	SRP72	9606.ENSP00000449328	9606.ENSP00000342181	0	0	0	0	0.110	0.703	0	0	0.724
RPLP0	SERBP1	9606.ENSP00000449328	9606.ENSP00000360034	0	0	0	0	0.318	0.955	0	0.080	0.969
RPLP0	SLC25A5	9606.ENSP00000449328	9606.ENSP00000360671	0	0	0	0	0.361	0.078	0	0.114	0.433
RPLP0	VDAC3	9606.ENSP00000449328	9606.ENSP00000428845	0	0	0	0	0.185	0.272	0	0.083	0.408
SCP2	TMED7	9606.ENSP00000360569	9606.ENSP00000405926	0	0	0	0	0.062	0	0	0.430	0.442
SEC11A	SLC35B1	9606.ENSP00000452697	9606.ENSP00000240333	0	0	0	0	0.448	0.057	0	0.229	0.563
SEC11A	TMED10	9606.ENSP00000452697	9606.ENSP00000303145	0	0	0	0	0.768	0.137	0	0.210	0.828
SEC11A	SEC63	9606.ENSP00000452697	9606.ENSP00000357998	0	0	0	0	0.072	0.064	0	0.384	0.418
SEC11A	SPCS1	9606.ENSP00000452697	9606.ENSP00000478310	0	0	0	0	0.731	0.378	0.800	0.892	0.995
SEC62	SEL1L	9606.ENSP00000337688	9606.ENSP00000337053	0	0	0	0	0	0	0	0.402	0.402
SEC62	SKIL	9606.ENSP00000337688	9606.ENSP00000415243	0	0	0	0	0	0	0	0.441	0.441
SEC62	SRP72	9606.ENSP00000337688	9606.ENSP00000342181	0	0	0	0	0.066	0	0	0.466	0.480
SEC62	TMEM57	9606.ENSP00000337688	9606.ENSP00000363463	0	0	0	0	0.062	0	0	0.507	0.518
SEC62	SPCS1	9606.ENSP00000337688	9606.ENSP00000478310	0	0	0	0	0.085	0.525	0	0.494	0.761
SEC62	SEC63	9606.ENSP00000337688	9606.ENSP00000357998	0	0	0	0	0.817	0.951	0.800	0.995	0.999
SEC63	SSR1	9606.ENSP00000357998	9606.ENSP00000244763	0	0	0	0	0.098	0	0	0.553	0.580
SEC63	TMED10	9606.ENSP00000357998	9606.ENSP00000303145	0	0	0	0	0.138	0.113	0	0.420	0.518
SEC63	SRP72	9606.ENSP00000357998	9606.ENSP00000342181	0	0	0	0	0.192	0	0	0.732	0.774
SEC63	SYNJ2	9606.ENSP00000357998	9606.ENSP00000347792	0	0	0	0	0.063	0	0	0.481	0.493
SEC63	USO1	9606.ENSP00000357998	9606.ENSP00000444850	0	0	0	0	0.164	0	0	0.331	0.418
SEC63	SPCS1	9606.ENSP00000357998	9606.ENSP00000478310	0	0	0	0	0	0.118	0	0.557	0.592
SEL1L	TMED10	9606.ENSP00000337053	9606.ENSP00000303145	0	0	0	0	0.087	0	0	0.370	0.401
SERBP1	SERPINE1	9606.ENSP00000360034	9606.ENSP00000223095	0	0	0	0	0	0.058	0	0.720	0.724
SERPINE1	SKIL	9606.ENSP00000223095	9606.ENSP00000415243	0	0	0	0	0.062	0	0	0.395	0.408
SERPINE1	TFPI	9606.ENSP00000223095	9606.ENSP00000233156	0	0	0	0	0.082	0.102	0	0.631	0.670
SH3GLB1	SPHK1	9606.ENSP00000479919	9606.ENSP00000313681	0	0	0	0	0	0.062	0	0.453	0.465
SLC1A4	SLC43A2	9606.ENSP00000234256	9606.ENSP00000461382	0	0	0	0	0	0	0	0.673	0.673
SLC25A19	STX8	9606.ENSP00000385312	9606.ENSP00000305255	0	0	0	0	0.063	0	0	0.584	0.593
SLC25A5	UQCRC2	9606.ENSP00000360671	9606.ENSP00000268379	0	0	0	0	0.408	0.369	0	0.244	0.693
SLC25A5	VDAC3	9606.ENSP00000360671	9606.ENSP00000428845	0	0	0	0	0.170	0.184	0.800	0.461	0.917
SLC35B1	TM9SF2	9606.ENSP00000240333	9606.ENSP00000365567	0	0	0	0	0.066	0.057	0	0.499	0.520
SLC9A6	UBE3A	9606.ENSP00000359729	9606.ENSP00000232165	0	0	0	0	0.065	0.058	0	0.600	0.617
SLCO4A1	SRSF6	9606.ENSP00000217159	9606.ENSP00000244020	0	0	0	0	0	0	0	0.453	0.453
SPAG9	TTC19	9606.ENSP00000262013	9606.ENSP00000261647	0	0	0	0	0	0.369	0	0.123	0.422
SPCS1	SSR1	9606.ENSP00000478310	9606.ENSP00000244763	0	0	0	0	0.100	0	0	0.508	0.538
